pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
33341585,"Young children's exposure to phenols in the home: Associations between house dust, hand wipes, silicone wristbands, and urinary biomarkers.","Environmental phenols, such as parabens, bisphenol A, and triclosan, are ubiquitous in indoor environments because of their use in packaging, plastics, personal care products, and as anti-microbials. The primary pathways of exposure, as well as habits and behaviors that may lead to greater exposure, are still unclear. Herein, we investigate the relationships between phenols found in residential environments by comparing levels in paired samples of house dust and hand wipes with children's urine. In addition, phenols were analyzed in a novel exposure tool, the silicone wristbands, to investigate which external matrix best correlates with individual exposure based on urinary phenol biomarkers. Children aged 3-6 years in central North Carolina, United States, provided paired hand wipe (n = 202), wristband (n = 76), and spot urine samples (n = 180), while legal guardians completed questionnaires on habits and behaviors. House dust samples (n = 186) were collected from the main living area during home visits completed between 2014 and 2016. Environmental phenols were detected frequently in all matrices investigated. Ethyl, methyl, and propylparaben levels observed in hand wipes, dust, and on wristbands were significantly correlated to their associated urinary biomarkers. In addition, intra-paraben correlations were noted, with biomarkers of ethyl, methyl, and propylparabens generally positively and significantly correlated, which suggests co-application of parabens in products. Triclosan levels in dust were positive and significantly correlated with levels in hand wipes and wristbands and with urinary concentrations, suggesting non-personal care product sources may be important in children's overall triclosan exposure. Generally, chemicals on wristbands were more highly correlated with urinary biomarkers than with chemicals in hand wipes or house dust. In addition, more frequent lotion use was positively associated with urinary concentrations of paraben biomarkers. Our results suggest that the home environment is an important source of exposure which has been under-investigated for some environmental phenols (e.g., triclosan in house dust). Associations between wristbands and biomarkers of exposure, which were stronger than for hand wipes and house dust, suggest that silicone wristbands may provide a suitable exposure assessment tool for some phenols.",2021,Environment international,triclosan,unspecified,unspecified,unspecified,silicone,cosmetics product study | skin/topical study | biomonitoring study,,
33221305,Controversy around parabens: Alternative strategies for preservative use in cosmetics and personal care products.,"Parabens usage as preservatives in cosmetics and personal care products have been debated among scientists and consumers. Parabens are easy to production, effective and cheap, but its safety status remains controversial. Other popular cosmetics preservatives are formaldehyde, triclosan, methylisothiazolinone, methylchloroisothiazolinone, phenoxyethanol, benzyl alcohol and sodium benzoate. Although their high antimicrobial effectiveness, they also exhibit some adverse health effects. Lately, scientists have shown that natural substances such as essential oils and plant extracts present antimicrobial potential. However, their use in cosmetic is a challenge. The present review article is a comprehensive summary of the available methods to prevent microbial contamination of cosmetics and personal care products, which can allow reducing the use of parabens in these products.",2021,Environmental research,triclosan,unspecified,unspecified,unspecified,phenoxyethanol | benzyl alcohol,cosmetics product study,,
33215293,"Occurrence and Safety Evaluation of Antimicrobial Compounds Triclosan and Triclocarban in Water and Fishes of the Multitrophic Niche of River Torsa, India.","Personal care product (PCP) chemicals have a greater chance of accumulation in the aquatic environments because of their volume of use. PCPs are biologically active substances that can exert an adverse effect on the ecology and food safety. Information on the status of these substances in Indian open water ecosystems is scarce. In this paper, we report the incidence of two synthetic antimicrobials, triclosan (TCS), including its metabolite methyl-triclosan (Me-TCS) and triclocarban (TCC) in Torsa, a transboundary river flowing through India. In water TCS and TCC were detected at levels exceeding their respective PNEC (Predictive No Effect Concentration). Both the compounds were found to be bioaccumulative in fish. TCS concentration (91.1-589 µg/kg) in fish was higher than that of TCC (29.1-285.5 µg/kg). The accumulation of residues of the biocides varied widely among fishes of different species, ecological niche, and feeding habits. Me-TCS could be detected in fishes and not in water. The environmental hazard quotient of both TCS and TCC in water indicated a moderate risk. However, the health risk analysis revealed that fishes of the river would not pose any direct hazard to human when consumed. This is the first report of the occurrence of these PCP chemicals in a torrential river system of the eastern Himalayan region.",2020,Archives of environmental contamination and toxicology,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | epidemiological study | food/dietary exposure,,
33199068,"Co-exposure and health risks of parabens, bisphenols, triclosan, phthalate metabolites and hydroxyl polycyclic aromatic hydrocarbons based on simultaneous detection in urine samples from guangzhou, south China.","Polycyclic aromatic hydrocarbons (PAHs) and certain ingredients in personal care products, such as parabens, bisphenols, triclosan and phthalate metabolites, have become ubiquitous in the world. Concerns of human exposure to these pollutants have increased during recent years because of various adverse health effects of these chemicals. Multiple compounds including parabens, bisphenols, triclosan, phthalate metabolites (mPAEs) and hydroxyl PAHs (OH-PAHs) in urine samples from Guangzhou were determined simultaneously to identify the human exposure pathways without external exposure data combined with data analysis, and the toxicants posed the highest risk to human health were screened in the present study. The detection frequencies for the chemicals exceeded 90%. Among the contaminants, mPAEs showed the highest concentrations, followed by OH-PAHs, with triclosan present at the lowest concentrations. Mono-n-butyl phthalate, methylparaben, bisphenol A, and hydroxynaphthalene represented the most abundant mPAE, parabens, bisphenol, and OH-PAH compounds, respectively. The present PAHs are mainly exposed to human through inhalation, while the chemicals added to personal care products are mainly exposed to human through oral intake and dermal contact. The urine samples from suburban subjects showed significantly higher OH-PAH levels than the urine samples from urban subjects, and females had lower OH-PAH levels than males. Urinary concentrations of the analyzed contaminants were significantly correlated with age, body mass index, residence time, as well as the frequencies of alcohol consumption and swimming. Risk assessments based on Monte Carlo simulation indicated that approximately 30% of the subjects suffered non-carcinogenic risks from mPAEs and OH-PAHs, with mPAEs accounting for 89% of the total risk.",2021,"Environmental pollution (Barking, Essex : 1987)",triclosan,skin,carcinogenicity,unspecified,unspecified,cosmetics product study | biomonitoring study,,
33113465,"Exposure of Slovenian children and adolescents to bisphenols, parabens and triclosan: Urinary levels, exposure patterns, determinants of exposure and susceptibility.","Chemicals such as bisphenols, parabens and triclosan are endocrine disrupting chemicals. They are used in a wide variety of consumer products, making human exposure to those chemicals widespread. In the present study, levels of three bisphenols (bisphenol A, F and S), 7 parabens (methyl-, ethyl-, isopropyl-, propyl-, isobutyl-, butyl-, benzyl paraben) and triclosan were measured in first morning void from 246 Slovenian children and adolescents, aged 6-9 and 11-15 years and living in a rural region of Slovenia. Median levels of specific-gravity corrected levels for bisphenol A, bisphenol F, methyl paraben and ethyl paraben were 1.9, 0.085, 5.4 and 2.5 µg/L for children and 1.6, 0.11, 7.2 and 6.0 µg/L for adolescents, respectively. Median levels for all other endocrine disrupting chemicals were < LOQ. The levels are comparable with the levels reported in studies across the world. Exposure was age, sex, and location specific. Higher levels of bisphenol F and ethyl paraben were found in the samples of adolescents, while higher levels of methyl paraben were found in samples from girls. Furthermore, individuals living in one of the sampling locations, Goričko, were exposed to higher levels of bisphenol F and ethyl paraben than those in the remaining two sampling locations. Information about participants' dietary habits, use of food packaging and personal care products was obtained through questionnaires, and used to investigate associations between urinary levels of the biomarkers and potential exposure sources. High fat foods were associated with bisphenol A exposure, and cosmetics items such as lipstick and perfume with methyl paraben exposure. Significant correlation between methyl- and propyl paraben was observed in children's samples, suggesting similar exposure sources, while other compounds were not largely correlated, indicating independent sources. Furthermore, association between a single nucleotide polymorphism (SNP) in UGT2B15 gene and urinary levels of methyl and ethyl paraben was observed, showing the role of UGT2B15 isoform in methyl and ethyl paraben metabolism as well as indicating the SNP rs1902023 as a potential biomarker of susceptibility to adverse effects caused by the exposure. The present study reports exposure of children and adolescents in Slovenia to a wide range of different endocrine disrupting chemicals for the first time, connecting it to exposure patterns and exposure sources. The study is to the authors' knowledge the first that investigates direct connection between levels of urinary endocrine disrupting chemical biomarkers and genetic polymorphism in UGT2B15.",2021,Environment international,triclosan,unspecified,endocrine disruption,lipstick | perfume,unspecified,cosmetics product study | biomonitoring study,,
32721747,"The associations between personal care products use and urinary concentrations of phthalates, parabens, and triclosan in various age groups: The Korean National Environmental Health Survey Cycle 3 2015-2017.","Phthalates and parabens are ubiquitous chemicals of public concern. This study aimed to investigate the use of personal care products (PCPs) as predictors of exposure to phthalates, parabens, and triclosan (TCS) among various age groups in a nationally representative population. The concentrations of eight phthalate metabolites, three parabens, and TCS were measured in a random spot urine sample in 5962 study participants (age range: 3-86 years). The information on PCPs use was obtained in seven categories over previous three months. The exposure risks to phthalates, parabens, and TCS were different according to the pattern of PCPs use in different age groups and gender. In adolescents and adults, females used all categories of PCPs more frequently than males, with statistical significance. The use rates of PCPs and the significant exposure risks to phthalates, parabens, and TCS associated with PCP use were more clearly observed in adults. The least square geometric means (LSGMs) of urinary methylparaben (MeP), ethylparaben (EtP), and propylparaben (PrP) steadily increased, as the cumulative number of used PCPs increased with statistical significance. The exposure risks to MeP were consistently observed with various PCPs use and showed a significant increase as the cumulative number of PCPs use increased in adults. Furthermore, the use of fragrance products, makeup, and air fresheners significantly increased the exposure risk to EtP in preschoolers. The significant exposure risk to mono-(3-carboxypropyl)- phthalate (MCPP) associated with nail polishes use was observed in preschoolers and adults. This study showed the associations between PCPs use and urinary concentrations of phthalates, parabens, and TCS in various age groups. Environmental health policies to reduce exposure to phthalates and parabens should be widely implemented, including industry regulations and increasing public awareness. Future studies are needed to explore other important exposure sources of these chemicals and their related adverse health effects.",2020,The Science of the total environment,triclosan,unspecified,unspecified,nail polish | perfume,unspecified,cosmetics product study | nail product study | epidemiological study | biomonitoring study,,
32531816,Formulation and efficacy evaluation of the safe and efficient moisturizing snow mushroom hand sanitizer.,"Snow fungus or snow mushroom or white jelly mushroom (Tremella fuciformis), the edible mushroom, was formulated into hand sanitizer in form of moisturizing alcohol-based hand rub (ABHR) gel. The stable base ABHRs were developed. The preferred bases were incorporated with various concentrations of snow mushroom extract. The stable and preferred snow mushroom ABHR was moisturizing and sanitizing efficacies evaluated in 20 human volunteers in comparison with its placebo. The stable hand sanitizer gel bases containing 66.5% of ethanol and 0.3% of triclosan were developed and incorporated with the extract of snow mushroom polysaccharide. Of which, the preparations containing 10% of snow mushroom and 0.3% of gelling agent gained the highest preferences as assessed in 20 Thai volunteers. The snow mushroom hand sanitizer was proved to be none irritated in the same group of the volunteers as was the placebo. The snow mushroom gel significantly (P < .05) moist the skin better than the placebo at all time of the interval assessment until the end of the study at 180 minutes. The hand sanitizers were confirmed on their anti-septic, at which the efficacies of the active and placebo ABHR were comparable (P = .90). Snow mushroom ABHR gel with its confirmed moisturizing and sanitizing efficacies is presented. It is meetings with the recommendation on hand hygienic improvement to combat the infections of diseases spreading. The preparation can be frequency applied with its proved skin hydrating efficacy co-contributes in a good condition of hand hygiene.",2021,Journal of cosmetic dermatology,triclosan,skin,unspecified,unspecified,unspecified,food/dietary exposure | no cosmetics context,,
32402901,Fate and impact of pharmaceuticals and personal care products during septage co-composting using an in-vessel composter.,"The present study aimed at understanding the impact of pharmaceutical and personal care product (PPCP) load on compost dynamics and fate of PPCPs during the composting. In addition, the compost dynamics during single PPCP degradation and multiple PPCPs degradation were investigated. Results revealed that co-composting could degrade the pharmaceutical, carbamazepine (CBZ) up to 83% during single pollutant degradation while it was 66% during multiple pollutant system, at an initial concentration (IC) of 5 mg/kg dw. In case of personal care product, namely triclosan (TCS), single pollutant degradation resulted in 86% removal whereas the removal efficiency was 83% in multiple pollutant system. Relatively high concentration of CBZ showed a negative impact on compost dynamics compared to that of TCS. Higher IC resulted in lower temperature development and relatively lower pollutant removal. The study on pollutant transfer in compost solid surface and in leachate revealed that TCS was not leached out while the leaching of CBZ was significant during composting process. The various transformation products formed during composting were identified and tentative pathways for CBZ and TCS degradation were proposed.",2020,"Waste management (New York, N.Y.)",triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study,,
32279061,Use of personal care products during pregnancy in relation to urinary concentrations of select phenols: A longitudinal analysis from the SEPAGES feasibility study.,"Exposure to certain synthetic phenols is of growing concern, in particular among pregnant women, because of their endocrine disrupting nature. Many phenols are still authorized in personal care products (PCP). We aimed to assess if use of PCPs, by pregnant women could influence their urinary concentrations of synthetic phenols. We used a panel design with intense urine sample collection. Eight women completed a diary with exact time and use of PCPs in three weeks. We measured the concentrations of phenols (four parabens, bisphenol A and S, two dichlorophenols, triclosan, and benzophenone-3) in 178 urine samples, collected during 7 consecutive days at 3 time points during pregnancy. We characterized PCP use as the total number of PCP applications or as a single PCP use (yes/no) in three time windows (0-6, 6 to 12 and 12 to 24h before each urine sample collection). We used adjusted linear and Tobit regressions to assess associations between PCP use and phenol urinary concentrations. The total number of PCP applications was positively associated with ethylparaben, propylparaben and butylparaben concentrations. We observed a peak in urinary concentration of ethylparaben, butylparaben and propylparaben at 2.86, 2.55 and 2.67 h since last PCP use, respectively and twelve different types of PCPs were positively associated with at least one of these parabens. The bisphenol S concentration increased by 12.4% (95%CI: confidence interval: 5.9; 19.3) for each additional PCP application in the 12 to 24 time window and use of specific PCPs such as anti-stretchmarks cream, facial cleanser and shower gel. Associations varied by time window. Our study showed that PCP use was associated with a short-term increase in the urinary concentration of ethylparaben, butylparaben and propylparaben, but not methylparaben. This study also reported a positive association between the use of PCPs and the bisphenol S concentration, a finding that warrants further investigation in cohorts with repeated collection of urine samples and detailed information on PCP use.",2020,International journal of hygiene and environmental health,triclosan,unspecified,endocrine disruption,face wash | body wash,unspecified,cosmetics product study | skin/topical study | epidemiological study | biomonitoring study,,
32248967,[Deodorants and antiperspirants].,"The terms deodorants and antiperspirants very frequently used interchangeably despite the fact that they employ completely different active substances and mechanisms of action. Antiperspirants are necessarily deodorants due to the lack of substrate to decompose. They nevertheless represent a group of very specific substances that create particular problems due to the presence of aluminium chlorohydrate, or ACH, (Al<sub>2</sub>(OH)<sub>5</sub>Cl, 2H<sub>2</sub>O), aluminium sesquichlorohydrate and aluminium-zirconium complex, which, after hydrolysis, causes intense acidification of the skin, hence the importance of inclusion of emollients and pH regulators in formulations. Moreover, systemic aluminium is thought to be genotoxic and to promote breast cancer, and it is thus at the centre of numerous scientific controversies. Nevertheless, its potential toxicity following topical application is related to its ability to penetrate skin, which is as yet poorly understood but considered very low, a fact that may provide some degree of reassurance regarding its use in cosmetic products. Its role in Alzheimer's disease has not been proven. On the other hand, zirconium salts are considered toxic and are partly regulated in Europe. The problems associated with deodorants are those arising from the presence of antiseptics (triclosan, usnic acid) capable of inducing bacterial resistance, but more particularly, the presence of axillary dermatitis due to the allergenic potential of the fragrances and essential oils used (e.g. isoeugenol, citronellal, lyral, cinnamic aldehyde, etc.).",2020,Annales de dermatologie et de venereologie,triclosan,skin | breast | immune system,carcinogenicity | genotoxicity,deodorant,unspecified,cosmetics product study | skin/topical study,,
32222835,Electrode modified with graphene quantum dots supported in chitosan for electrochemical methods and non-linear deconvolution of spectra for spectrometric methods: approaches for simultaneous determination of triclosan and methylparaben.,"Two analytical methods were developed using electrochemical and spectrometric techniques for the simultaneous determination of endocrine disruptors triclosan and methylparaben in the monitoring of personal care products. For the electroanalytical analyses, a sensitive electrode based on graphene quantum dots supported in chitosan was employed. Under optimized conditions and a working potential of typically + 0.60 V for triclosan and + 0.81 V (vs. Ag/AgCl) for methylparaben, the calibration plots obtained by differential pulse voltammetry were linear in the range 0.10 to 10.0 μmol L<sup>-1</sup>. The detection limits were 0.03 and 0.04 μmol L<sup>-1</sup> for triclosan and methylparaben, respectively. For the spectrometric method, UV/VIS spectrometry was used with a mathematical processing of non-linear deconvolution. This processing was used to solve the problem of overlapping absorption bands of triclosan (282 nm) and methylparaben (257 nm), which enabled simultaneous determination. The calibration plots by UV/VIS spectrometry were linear in the range 1.0 to 14.0 μmol L<sup>-1</sup> with detection limits of 0.42 and 0.37 μmol L<sup>-1</sup>, respectively, for triclosan and methylparaben. Similar results obtained from the calibration plots of individual analytes suggest that the methods can be applied for individual or simultaneous determination of these species. Both methods were employed in the analysis of five samples of personal care products: toothpaste, antiseptic soap, antiseptic deodorant, shampoo, and a bath kit (soap and shampoo). The statistical tests indicated that there were no significant differences regarding the accuracy and precision of the data provided by the two methods described herein. Graphical abstract Schematic representation for simultaneous determination of triclosan and methylparaben: electrochemical method employing an electrode modified with graphene quantum dots supported in chitosan and spectrometric method applying a non-linear deconvolution of spectrum.",2020,Mikrochimica acta,triclosan,unspecified,endocrine disruption,shampoo | deodorant | soap | toothpaste,unspecified,cosmetics product study | hair product study | analytical/method study,,
32186482,"Hydroxyethoxy phenyl butanone, a new cosmetic preservative, does not cause bacterial cross-resistance to antimicrobials.","<b>Introduction.</b> Biocide-induced cross-resistance to antimicrobials in bacteria has been described and is a concern for regulators. We have recently reported on a new protocol to predict the propensity of biocide to induce phenotypic resistance in bacteria.<b>Aim.</b> To measure bacterial propensity to develop antimicrobial resistance following exposure to a new cosmetic preservative developed by L'Oréal R and I.<b>Methodology.</b> Well-established antimicrobials including triclosan (TRI) and benzalkonium chloride (BZC) and a new molecule hydroxyethoxy phenyl butanone (HEPB) were investigated for their antimicrobial efficacy, effect on bacterial growth, and their potential to induce resistance to chemotherapeutic antibiotics using a new predictive protocol.<b>Results.</b> The use of this predictive protocol with <i>Staphylococcus aureus</i>, <i>Escherichia coli</i> and <i>Pseudomonas aeruginosa</i> showed that TRI and BZC significantly affected bacterial growth, MICs and minimum bactericidal concentrations (MBCs). There was no change in antibiotic susceptibility profile following exposure to BZC, but <i>E. coli</i> became intermediate resistant to tobramycin following treatment with TRI (0.00002 % w/v). HEPB did not change the antimicrobial susceptibility profile in <i>P. aeruginosa</i> and <i>S. aureus</i> but <i>E. coli</i> became susceptible to gentamicin. TRI exposure resulted in bacterial susceptibility profile alteration consistent with the literature and confirmed the use of TRI as a positive control in such a test.<b>Conclusion.</b> Data produced on the propensity of a molecule to induce bacterial resistance is useful and appropriate when launching a new preservative.",2020,Journal of medical microbiology,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | clinical/hospital study,,
32062213,"Associations of lifestyle factors with phthalate metabolites, bisphenol A, parabens, and triclosan concentrations in breast milk of Korean mothers.","The toxicity of endocrine disruptors depends on the synergistic interactions of biological, environmental, and behavioral factors. The specific effects of diet, consumer product use, and behaviors, however, are debated in the literature, particularly with regard to endocrine disruptors found in breast milk. This study aimed to measure the levels of phthalate metabolites, bisphenol A, parabens, and triclosan in breast milk and to investigate their associations with various lifestyle factors. The breast milk samples as well as surveys were collected from 221 first-time mothers throughout South Korea and each sample was analyzed for the presence of 15 endocrine disruptors. Phthalate metabolites were detected in 5.4-83.3% of the samples, with median concentrations of 0.08-1.72 μg/L, while bisphenol A, parabens, and triclosan were detected in 25.8-88.2% of the samples, with median concentrations of 0.12-1.47 μg/L. High levels of endocrine disruptors were associated with frequent consumption of fish and cup noodles; the use of plastic and disposable food containers; the use of air fresheners, lotions and make-up; the purchase of new furniture; and socioeconomic status. We also observed the potential role of moderate walking activity on the reduction of these chemicals in breast milk. Our data provide evidence of the potential effects of diet, consumer products, and behavior on the presence of phthalate metabolites, bisphenol A, parabens, and triclosan in breast milk. Future studies should include community or regional impact on a mothers' exposure to endocrine disruptors, to assess the joint contribution of both individual and neighborhood factors.",2020,Chemosphere,triclosan,breast,endocrine disruption,unspecified,unspecified,cosmetics product study | skin/topical study | epidemiological study | food/dietary exposure,,
31978762,Influence of pH on the toxicity of ionisable pharmaceuticals and personal care products to freshwater invertebrates.,"The majority of pharmaceuticals and personal health-care products are ionisable molecules at environmentally relevant pHs. The ionization state of these molecules in freshwater ecosystems may influence their toxicity potential to aquatic organisms. In this study we evaluated to what extent varying pH conditions may influence the toxicity of the antibiotic enrofloxacin (ENR) and the personal care product ingredient triclosan (TCS) to three freshwater invertebrates: the ephemeropteran Cloeon dipterum, the amphipod Gammarus pulex and the snail Physella acuta. Acute toxicity tests were performed by adjusting the water pH to four nominal levels: 6.5, 7.0, 7.5 and 8.0. Furthermore, we tested the efficiency of three toxicity models with different assumptions regarding the uptake and toxicity potential of ionisable chemicals with the experimental data produced in this study. The results of the toxicity tests indicate that pH fluctuations of only 1.5 units can influence EC50-48 h and EC50-96 h values by a factor of 1.4-2.7. Overall, the model that only focuses on the fraction of neutral chemical and the model that takes into account ion-trapping of the test molecules showed the best performance, although present limitations to perform risk assessments across a wide pH range (i.e., well above or below the substance pKa). Under such conditions, the model that takes into account the toxicity of the neutral and the ionized chemical form is preferred. The results of this study show that pH fluctuations can have a considerable influence on toxicity thresholds, and should therefore be taken into account for the risk assessment of ionisable pharmaceuticals and personal health-care products. Based on our results, an assessment factor of at least three should be used to account for toxicity differences between standard laboratory and field pH conditions. The models evaluated here can be used to perform refined risk assessments by taking into account the influence of temporal and spatial pH fluctuations on aquatic toxicity.",2020,Ecotoxicology and environmental safety,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study,,
31869605,Potential formation of PCDD/Fs in triclosan wastewater treatment: An overall toxicity assessment under a life cycle approach.,"Wastewater may contain a diverse group of unregulated pollutants known as emerging pollutants, such as pharmaceuticals and personal care products (PPCPs). Triclosan (TCS) is a personal care product widely used as an antiseptic or preservative in cosmetics, hand wash, toothpaste and deodorant soaps. Advanced oxidation processes (AOPs) have been used as effective and alternative treatments for complex wastewater. However, an important criterion for the assessment of AOPs and their operation conditions could be the potential formation of new toxic secondary products, such as polychlorinated dibenzo-p-dioxins and furans (PCDD/Fs), especially when emerging pollutants are present in the media. If these are omitted from environmental management studies, the real environmental impacts of a WWTPs (wastewater treatment plants) may be underestimated. Consequently, the current study aims to evaluate the environmental impacts derived from electrooxidation (EOX), one of the most effective oxidation technologies, of emerging pollutants using Life Cycle Assessment. The analyses were performed for the treatment of effluents containing TCS, firstly without considering the formation of PCDD/Fs and, thereafter, considering the effects of these compounds. Total toxicity, calculated through different methods and corresponding impact factors, were evaluated for each stage of the process when different electrolytes are used, including PCDD/Fs formation. Finally, a sensitivity analysis was carried out to study i) the effect of the TCS initial concentration on the environmental impacts associated to ecotoxicity for the different life cycle methods and ii) the influence of changing the organic pollutant on PCDD/Fs formation employing 2-chlorophenol (2-CP). As a result, LCIA methods demonstrate that they are not fully adapted to the computation of PCDD/Fs in the water compartment, since only 2,3,7,8-tetraclorodibenzo-p-dioxina (2,3,7,8-TCDD) is present as a substance in the impact categories assessed, ignoring the remaining list of PCDD/Fs.",2020,The Science of the total environment,triclosan,unspecified,unspecified,deodorant | soap | toothpaste,unspecified,cosmetics product study | environmental contamination,,
31564945,Emollient formulations containing antiseptics reduce effectively the level of <i>Staphylococcus aureus</i> on skin.,"Increased skin colonization by <i>Staphylococcus aureus</i> is associated with atopic eczema (AE) severity. Reduction of <i>S. aureus</i> levels on the skin results in an improvement in the clinical condition. The antimicrobial activity of topical products including a bath oil, cream, and wash combining antiseptics and emollients (A+E) was compared to products containing emollients only. The preference of patients with AE for A+E cream or emollient only cream to relieve symptoms of itching, erythema, and inflammation when applied three times daily for 10 days is evaluated. Repeat insult patch testing of the products is also conducted. A significant reduction in microbial counts was found following use of A+E bath oil (4.09±0.32 vs 6.20±0.24 log<sub>10</sub> cfu/mL <i>S. aureus, P</i><0.001), A+E cream (5.50±0.63 vs 5.94±0.72 log<sub>10</sub> cfu/foot <i>S. aureus, P</i>=0.002), and A+E wash (2.71±0.48 vs 3.57±0.31 log<sub>10</sub> cfu/mL <i>Escherichia coli, P</i><0.001) compared to the emollient only products. The A+E cream was preferred to the emollient only cream (<i>P</i>=0.004) by patients with AE. All three tested formulations were found to be non-irritating and non-sensitizing to the skin. The bath oil, cream, and wash containing antiseptics and emollients decrease the level of bacteria on the skin, including <i>S. aureus</i>, compared to emollient only products. Patients with AE preferred the A+E cream compared to the emollient only cream to relieve symptoms of itching, erythema, and inflammation. The choice of formulation allows clinicians and patients to choose a suitable product for the short-term treatment of eczema flare-ups caused by bacterial infections.",2019,"Clinical, cosmetic and investigational dermatology",triclosan,skin | gut,skin sensitization,unspecified,unspecified,skin/topical study | clinical/hospital study,,
31520825,Investigating exposure to endocrine disruptors via hair analysis of pregnant women.,"The aim of this study was the monitoring of the levels of parabens (PBs) and triclosan (TCS) in head hair samples of women collected during the first months of their pregnancy. Personal details concerning somatometric and demographic characteristics, dietary habits, use of personal care products and the medical and obstetrical history of the pregnant women as well as infants' somatometric characteristics and health condition were recorded through relevant questionnaires. Ninety five hair samples were collected, extracted by solid-liquid extraction and analysed using a liquid chromatography-mass spectrometry system (LC-MS). Analysis revealed high percentage of positive samples for all tested compounds (90-100% except from BePB (15.8%)). The mean concentration levels were 4501.2 pg/mg (17.6-27,437.0 pg/mg) for MePB; 510.1 pg/mg (11.0-4224.5 pg/mg) for EtPB; 22.9 pg/mg (2.1-66.6 pg/mg) for BePB; 237.1 pg/mg (1.8-2513.7 pg/mg) for BuPB and 245.0 pg/mg (8.8-8070.2 pg/mg) for TCS. Statistical analysis of both analytical results and questionnaires' data showed that the frequent use of personal care and hygiene products, such as makeup, hairspray and sunscreens, is correlated with higher levels of PBs in hair of the pregnant women. Additionally, positive correlation was observed between the BePB levels in hair and the infants' height. Finally, no other correlation was observed between endocrine disruptors' levels in maternal hair and infants' somatometric characteristics or health condition. Our study is the first one that determined PBs and TCS levels in hair samples, simultaneously. At the same time, correlation of the detected levels with the use of personal care products was accomplished, leading to significant association of BePB levels in hair of pregnant women with infants' height.",2019,Environmental research,triclosan,unspecified,endocrine disruption,sunscreen,unspecified,cosmetics product study | sunscreen/UV filter study | analytical/method study,,
31470218,The Norwegian biomonitoring study from the EU project EuroMix: Levels of phenols and phthalates in 24-hour urine samples and exposure sources from food and personal care products.,"Exposure to multiple chemicals occurs daily through several routes; diet, inhalation and dermal contact. Real-life exposure assessment is needed to understand the risk. Therefore, a human biomonitoring (BM) study was performed to examine the plausibility of source-to-dose calculations for chemical mixtures in the Horizon 2020 EuroMix project. To provide a detailed description of the design of the EuroMix BM study, and to present the initial results for urinary phenols and phthalates and to describe their exposure determinants from foods and personal care products (PCPs). Adults (44 males and 100 females) kept detailed diaries on their food consumption, PCP use and handling of cash receipts. Urine samples were collected over the same 24-hour period. Urinary levels of four parabens, five bisphenols, oxybenzone/benzophenone-3 (OXBE), triclosan (TCS), triclocarban (TCC) and metabolites of eight phthalates and 1,2-cyclohexane dicarboxylic acid diisononyl ester (DINCH) were analysed by ultra-high-performance liquid chromatography and tandem mass spectrometry. Multivariable linear regressions were performed between PCPs/food categories and each dependent chemical variable separately, and were only sex-stratified when an interactions between sex and the independent variable was significant. The detection rate for the metabolites of phthalates and DINCH, and bisphenol A (BPA) and TCS in urine was 88-100%, while bisphenol S (BPS) and bisphenol F (BPF) were only found in 29% and 4% of the urine samples, respectively. Bisphenol B (BPB), bisphenol AF (BPAF) and TCC were not detected. Food groups associated with phenol exposure were meat, bread, beverages and butter and oil. Food determinants for phthalate exposure were sweets, butter and oil, fruit and berries and other foods. The only positive association between the use of PCPs and phenols was found between BPA and lip gloss/balm. Phthalate exposure was associated with the use of shower gel, hand cream (females), toothpaste, anti-wrinkle cream (females) and shaving products (males). The participants in the EuroMix BM study were exposed to a mixture of phenols and phthalates. A variety of food categories and PCPs were found to be possible sources of these chemicals. This indicates a complex pattern of exposure to numerous chemicals from multiple sources, depending on individual diet and PCP preferences.",2019,Environment international,triclosan,skin,unspecified,lipstick | body wash | lotion | toothpaste,unspecified,cosmetics product study | skin/topical study | biomonitoring study | food/dietary exposure | analytical/method study,,
