pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
37026983,A review of homemade cosmetics based on a study of 150 blogs and their authors.,"Do-it-yourself methods have been used in many fields (cooking, home improvement, decoration, gardening, etc.) for a long time, but their application to the cosmetics sector is relatively recent and seems to be linked to a number of health scandals. The objective of this work is to analyse homemade cosmetics based on a study of blogs and their authors. We made a study of 150 blogs advocating homemade cosmetics. With only one exception, the blog authors were women, mostly in their thirties, with no specific qualifications or knowledge in the fields of cosmetic formulation or chemistry. The most highly qualified of them (with at least a Master's degree) had studied marketing and management. So, the situation is an illustration of the Dunning-Kruger effect, with authors believing themselves to be qualified in a field wholly outside their own. This leads to scientific falsehoods about, for example, preservatives like parabens and phenoxyethanol. On the contrary, the relevance of the ecological motivation frequently mentioned in these blogs is undeniable.",2023,International journal of cosmetic science,parabens,unspecified,unspecified,unspecified,phenoxyethanol,cosmetics product study,no,"This paper focuses on homemade cosmetics and the qualifications of their authors, rather than the health effects of chemical toxicants in commercial cosmetic products."
37003176,"Cell cycle, apoptosis, cell differentiation, and lipid metabolism gene expression in endometriotic tissue and exposure to parabens and benzophenones.","To describe the expression profile in endometriotic tissue of genes involved in four signaling pathways related to the development and progression of endometriosis (cell cycle, apoptosis, cell differentiation and lipid metabolism) and to explore its relationship with the women exposure to chemicals with hormonal activity released from cosmetics and personal care products (PCPs). This cross-sectional study, encompassed within the EndEA study, comprised a subsample of 33 women with endometriosis. Expression levels of 13 genes (BMI1, CCNB1, CDK1, BAX, BCL2L1, FOXO3, SPP1, HOXA10, PDGFRA, SOX2, APOE, PLCG1 and PLCG2) in endometriotic tissue and urinary concentrations of 4 paraben (PB) and 3 benzophenone (BP) congeners were quantified. Bivariate linear and logistic regression analyses were performed to explore the associations between exposure and gene expression levels. A total of 8 out 13 genes (61.5 %) were expressed in >75 % of the samples. Exposure to congeners of PBs and/or BPs was associated with the overexpression of CDK1 gene (whose protein drives cells through G2 phase and mitosis), HOXA10 and PDGFRA genes (whose proteins favor pluripotent cell differentiation to endometrial cells), and APOE (whose protein regulates the transport and metabolism of cholesterol, triglycerides and phospholipids in multiple tissues) and PLCG2 genes (whose protein creates 1D-myo-inositol 1,4,5-trisphosphate and diacylglycerol, two important second messengers). Our findings suggest that women exposure to cosmetic and PCP-released chemicals might be associated with the promotion of cell cycle and cell differentiation as well as with lipid metabolism disruption in endometriotic tissue, three crucial signaling pathways in the development and progression of endometriosis. However, further studies should be accomplished to confirm these preliminary data.",2023,The Science of the total environment,parabens,uterus,unspecified,unspecified,glycerin,cosmetics product study | epidemiological study | biomonitoring study,yes,"The paper explores the relationship between exposure to chemicals from cosmetics and personal care products, including parabens and benzophenones, and gene expression in endometriotic tissue."
36988899,Interventions to Reduce Exposure to Synthetic Phenols and Phthalates from Dietary Intake and Personal Care Products: a Scoping Review.,"A scoping review was conducted to identify interventions that successfully alter biomarker concentrations of phenols, glycol ethers, and phthalates resulting from dietary intake and personal care product (PCPs) use. Twenty-six interventions in populations ranging from children to older adults were identified; 11 actively removed or replaced products, 9 provided products containing the chemicals being studied, and 6 were education-only based interventions. Twelve interventions manipulated only dietary intake with a focus on bisphenol A (BPA) and phthalates, 8 studies intervened only on PCPs use and focused on a wider range of chemicals including BPA, phthalates, triclosan, parabens, and ultraviolet absorbers, while 6 studies intervened on both diet and PCPs and focused on phthalates, parabens, and BPA and its alternatives. No studies assessed glycol ethers. All but five studies reported results in the expected direction, with interventions removing potential sources of exposures lowering EDC concentrations and interventions providing exposures increasing EDC concentrations. Short interventions lasting a few days were successful. Barriers to intervention success included participant compliance and unintentional contamination of products. The identified interventions were generally successful but illustrated the influence of participant motivation, compliance, ease of intervention adherence, and the difficulty of fully removing exposures due their ubiquity and the difficulties of identifying ""safer"" replacement products. Policy which reduces or removes EDC in manufacturing and processing across multiple sectors, rather than individual behavior change, may have the greatest impact on population exposure.",2023,Current environmental health reports,parabens,unspecified,unspecified,unspecified,unspecified,cosmetics product study | biomonitoring study | food/dietary exposure,yes,"This paper is relevant because it discusses the health effects of chemical toxicants found in personal care products, specifically phthalates, parabens, and BPA, which are commonly found in cosmetic products."
36981689,Potential Carcinogens in Makeup Cosmetics.,"Facial makeup cosmetics are commonly used products that are applied to the skin, and their ingredients come into contact with it for many years. Consequently, they should only contain substances that are considered safe or used within an allowable range of established concentrations. According to current European laws, all cosmetics approved for use should be entirely safe for their users, and the responsibility for this lies with manufacturers, distributors, and importers. However, the use of cosmetics can be associated with undesirable effects due to the presence of certain chemical substances. An analysis of 50 random facial makeup cosmetics commercially available on the European Union market and manufactured in six European countries was carried out, concerning the presence of substances with potential carcinogenic properties, as described in recent years in the literature. Nine types of facial makeup cosmetics were selected, and their compositions, as declared on the labels, were analyzed. The carcinogens were identified with information present in the European CosIng database and according to the Insecticide Resistance Action Committee's (IRAC) classification. As a result, the following potential carcinogens were identified: parabens (methylparaben, propylparaben, butylparaben, and ethylparaben), ethoxylated compounds (laureth-4, lautreth-7, or ethylene glycol polymers known as PEG), formaldehyde donors (imidazolidinyl urea, quaternium 15, and DMDM hydantoin), and ethanolamine and their derivatives (triethanolamine and diazolidinyl urea), as well as carbon and silica. In conclusion, all of the analyzed face makeup cosmetics contain potential carcinogenic substances. The literature review confirmed the suppositions regarding the potential carcinogenic effects of selected cosmetic ingredients. Therefore, it seems necessary to carry out studies on the long-term exposure of compounds present in cosmetics and perhaps introduce stricter standards and laws regulating the potential presence of carcinogens and their activity in cosmetics.",2023,International journal of environmental research and public health,parabens,skin,carcinogenicity,unspecified,unspecified,cosmetics product study,yes,"This paper investigates the presence of potential carcinogens in facial makeup cosmetics, which is directly related to the health effects of chemical toxicants in cosmetic products."
36904152,Presence of Parabens in Different Children Biological Matrices and Its Relationship with Body Mass Index.,"Parabens have been accepted almost worldwide as preservatives by the cosmetic, food, and pharmaceutical industries. Since epidemiological evidence of the obesogenic activity of parabens is weak, the aim of this study was to investigate the association between parabens exposure and childhood obesity. Four parabens (methylparaben/MetPB, ethylparaben/EthPB, propylparaben/PropPB, and butylparaben/ButPB) were measured in 160 children's bodies between 6 and 12 years of age. Parabens measurements were performed with ultrahigh-performance liquid chromatography coupled with tandem mass spectrometry (UHPLC-MS/MS). Logistic regression was used to evaluate risk factors for elevated body weight associated with paraben exposure. No significant relation was detected between children's body weight and the presence of parabens in the samples. This study confirmed the omnipresence of parabens in children's bodies. Our results could be a basis for future research about the effect of parabens on childhood body weight using nails as a biomarker due to the ease of its collection and its non-invasive character.",2023,Nutrients,parabens,unspecified,unspecified,unspecified,unspecified,cosmetics product study | epidemiological study | biomonitoring study | analytical/method study,yes,"This paper investigates the presence of parabens, a type of chemical toxicant commonly found in cosmetic products, in children's biological matrices and its relationship with body mass index."
36705648,Potential Allergens in Wound Care Products.,"<i><u>Background:</u></i> Patients with chronic wounds have an increased risk of developing allergic contact dermatitis (ACD). Reports of ACD to wound care products are not uncommon. To minimize contact sensitization in patients with chronic wounds, allergenic ingredients should be avoided when possible. <i><u>Objective:</u></i> With more than 5000 wound care products available in the United States, it is essential to understand which products can be chosen to minimize allergen exposures. <i><u>Methods:</u></i> Ingredients in wound care products in 5 wound care clinics across 2 institutions were cross-referenced with the American Contact Dermatitis Society core allergen series 2020. <i><u>Results:</u></i> Of the 267 wound care products included, 97 (36.3%) contained at least one allergen, including 31 dressings/wraps (22.3%), 25 medications (69.4%), 12 cleaning supplies (36.3%), 16 tapes/glues (80%), 2 instruments (14.3%), 8 emollients and vehicles (61.5%), 1 ostomy product (11.1%), and 2 odor-eliminating products (66.7%). Thirty-four different allergens were identified across all products. The most common allergens present in the included items were acrylates and propylene glycol, followed by parabens, cetyl stearyl alcohol, tocopherol, fragrance, and phenoxyethanol. <i><u>Conclusions:</u></i> Many wound care products contain at least one contact allergen, highlighting the importance of clinician education on ACD in the context of wound care product selection.",2023,"Dermatitis : contact, atopic, occupational, drug",parabens,immune system,skin sensitization,unspecified,vitamin E | propylene glycol | phenoxyethanol,clinical/hospital study,no,"This paper focuses on wound care products, which is a specific subset of personal care products, but it does not address the broader topic of chemical toxicants in cosmetic products."
36693958,Implementing a suspect screening method to assess occupational chemical exposures among US-based hairdressers serving an ethnically diverse clientele: a pilot study.,"There are over 700,000 hairdressers in the United States, and it is estimated that >90% are female and 31% are Black or Hispanic/Latina. Racial and ethnic minorities in this workforce may be exposed to a unique mixture of potentially hazardous chemicals from products used and services provided. However, previous biomonitoring studies of hairdressers target a narrow list of compounds and few studies have investigated exposures among minority hairdressers. To assess occupational chemical exposures in a sample of US-based Black and Latina hairdressers serving an ethnically diverse clientele by analyzing urine specimens with a suspect screening method. Post-shift urine samples were collected from a sample of US female hairdressers (n = 23) and office workers (n = 17) and analyzed via reverse-phase liquid chromatography coupled to high-resolution mass spectrometry. Detected compounds were filtered based on peak area differences between groups and matching with a suspect screening list. When possible, compound identities were confirmed with reference standards. Possible exposure sources were evaluated for detected compounds. The developed workflow allowed for the detection of 24 compounds with median peak areas ≥2x greater among hairdressers compared to office workers. Product use categories (PUCs) and harmonized functional uses were searched for these compounds, including confirmed compounds methylparaben, ethylparaben, propylparaben, and 2-naphthol. Most product use categories were associated with ""personal use"" and included 11 different ""hair styling and care"" product types (e.g., hair conditioner, hair relaxer). Functional uses for compounds without associated PUCs included fragrance, hair and skin conditioning, hair dyeing, and UV stabilizer. Our suspect screening approach detected several compounds not previously reported in biomonitoring studies of hairdressers. These results will help guide future studies to improve characterization of occupational chemical exposures in this workforce and inform exposure and risk mitigation strategies to reduce potential associated work-related health disparities.",2023,Journal of exposure science & environmental epidemiology,parabens,skin,unspecified,conditioner | hair dye,unspecified,hair product study | biomonitoring study | industrial/occupational | analytical/method study,yes,"This paper is relevant because it investigates chemical exposures among hairdressers, a group that uses cosmetic products and may be at risk for health effects from chemical toxicants."
36365573,Plastics and Microplastic in the Cosmetic Industry: Aggregating Sustainable Actions Aimed at Alignment and Interaction with UN Sustainable Development Goals.,"Excessive use of petroleum derivatives in cosmetics, whether in compositions or packaging, predominating the use of plastics, parabens, microplastics and other polymers, has had negative environmental impacts. The cosmetics market has gained prominence in recent years and bioeconomy and circular economy policies are putting pressure on the market to use bio-based and biodegradable materials. In this context, the objective of this review article is to provide an overview of how the aggregation of sustainable actions in the cosmetic industry contributes to the fulfillment of the 2030 Agenda and how this can serve as a guide in building a more resilient and sustainable society. For that, the generation of residues during the production processes was examined and the environmental problems generated by the cosmetic industry were addressed. Then, the role of aggregating sustainable actions and innovations with regard to the achievement of the UN Sustainable Development Goals (SDGs) in the cosmetic industry were evaluated.",2022,Polymers,parabens,unspecified,unspecified,unspecified,unspecified,cosmetics product study,yes,"This paper discusses the use of plastics and other chemical toxicants in the cosmetic industry, which is relevant to the health effects of chemical toxicants in cosmetic products."
36333934,Development of a new strategy for the synthesis of graphene oxide-alumina nanocomposite as an efficient adsorbent for dispersive solid-phase extraction of parabens.,"The present study investigates the synthesis and application of the graphene oxide-alumina nanocomposite as a new adsorbent for the dispersive solid-phase extraction of three parabens and their determination using high-performance liquid chromatography-ultraviolet detection. The characterization of the synthesized material was accomplished and its size, morphology, chemical composition, porosity, and thermal stability were studied. Application of the proposed strategy for the synthesis of the nanocomposite resulted in the incorporation of Al<sub>2</sub> O<sub>3</sub> nanoparticles into graphene oxide nanosheets, further resulting in the exfoliation of graphene oxide nanosheets increasing their surface area. An orthogonal rotatable central composite design was used to optimize the extraction. Under the optimum conditions, the analytical performance of the method showed a suitable linear dynamic range (0.2-100.0 μg/L), reasonable limits of detection (0.03-0.05 μg/L), and preconcentration factors ranging from 128 to 173. Finally, the new validated method was applied for the determination of parabens in some real samples including wastewater, cream, toothpaste, and juice samples with satisfactory recoveries (88%-109%), and relative standard deviations less than 8.7% (n = 3). Results demonstrated that inserting alumina nanoparticles into graphene oxide nanosheets improved the extraction efficiency of parabens, as polar acidic compounds, by providing additional efficient interactions including hydrogen bonding, dipole-dipole, and Brønsted and Lewis acid-base interactions.",2023,Journal of separation science,parabens,unspecified,unspecified,toothpaste,unspecified,skin/topical study | industrial/occupational | environmental contamination | analytical/method study,no,"This paper focuses on the synthesis and application of a nanocomposite for the extraction of parabens, but does not investigate the health effects of chemical toxicants in cosmetic products."
36323919,Chemicals of concern in personal care products used by women of color in three communities of California.,"Personal care products (PCPs) may contain chemicals associated with adverse health effects. Prior studies found differences in product use by race/ethnicity and suggest some women are disproportionately exposed to chemicals of concern (CoCs). We quantified chemicals linked to cancer, reproductive or developmental harm, or endocrine disruption in PCPs used by women of color. We documented PCPs in stores frequented by Black, Latina, and Vietnamese women in their communities in California and CoCs on ingredient labels of 546 unique hair, skin, makeup, nail, deodorant/perfume, and intimate care products. Community partners chose 31 products for a combined targeted and suspect screen (National Institute of Standards and Technology mass spectral library search) two-dimensional gas chromatography time-of-flight mass spectrometry (GCxGC-TOFMS) analysis to detect chemicals not on ingredient labels. We found that 65% of labels included CoCs, and 74% of labels had undisclosed ingredients listed as ""fragrance."" The most prevalent chemicals were parabens, cyclosiloxanes, and formaldehyde releasers. GCxGC-TOFMS found additional CoCs, including fragrances, solvents, preservatives, ultraviolet filters, and contaminants. These findings contribute to awareness of potentially hazardous chemicals in PCPs, can help estimate disparities in chemical exposure, and complement research on health inequities due to chemical exposures from various contributors. This study is one of the first detailed assessments of chemicals of concern found in various types of PCPs used by several racial/ethnic groups. We found that over half of the 546 products selected by community partners as marketed to and/or used by them contained ingredients linked to cancer, reproductive or developmental harm, or endocrine disruption. Laboratory analysis identified additional chemicals in a subset of products, including unlabeled fragrance chemicals and contaminants. Elucidating exposures to chemicals in PCPs is important for risk assessment and health inequity research.",2022,Journal of exposure science & environmental epidemiology,parabens,skin,endocrine disruption | carcinogenicity,deodorant | perfume,silicone,cosmetics product study | analytical/method study,yes,"This paper investigates the presence of chemical toxicants in personal care products used by women of color, which is directly related to the health effects of chemical toxicants in cosmetic products."
36220432,"Pharmacokinetics of transdermal methyl-, ethyl-, and propylparaben in humans following single dermal administration.","Parabens are common chemicals used as preservatives in foods, cosmetics, and personal care products. Although transdermal exposure to parabens occurs, studies on human pharmacokinetics (PK) following dermal exposure to parabens are scarce. In this study, the PK following dermal exposure to parabens was determined and compared with our previous findings on oral exposure. A paraben mixture cream containing 0.8% deuterated methyl-, ethyl-, and propylparaben (MeP-d<sub>4</sub> 0.26%; EtP-d<sub>4</sub> 0.26%, and PrP-d<sub>4</sub> 0.28%) was dermally applied to the whole arm of five male volunteers at a dose of 24 g/person over 30 min. Blood and urine samples were collected at several intervals over the course of 48 h to measure the levels of MeP-d<sub>4</sub>, EtP-d<sub>4</sub>, and PrP-d<sub>4</sub> and their conjugated metabolites using HPLC-MS/MS. As a result of non-compartmental analysis, the average peak values of total (sum of conjugated and unconjugated metabolites) MeP-d<sub>4</sub>, EtP-d<sub>4,</sub> and PrP-d<sub>4</sub> were reached at 7.8 h, 10.5 h, and 5.3 h, indicating a slower absorption rate compared to that of oral exposure (<2 h). The terminal elimination half-lives of MeP-d<sub>4</sub>, EtP-d<sub>4</sub>, and PrP-d<sub>4</sub> were 12.2 h, 12.0 h, and 9.3 h, respectively. Fractional urinary excretion (F<sub>ue</sub>) of total MeP-d<sub>4</sub>, EtP-d<sub>4</sub>, and PrP-d<sub>4</sub> was 1.7%, 2.3%, and 1.9%, respectively. The F<sub>ue</sub> of total and unconjugated PrP-d<sub>4</sub> following dermal exposure was five times lower and three times higher, respectively, compared with those after oral exposure, suggesting that PrP is relatively less metabolized to the conjugated form after dermal exposure. Taken together, dermal exposure to paraben leads to a longer apparent half-life and results in higher proportions of biologically active unconjugated parabens in the systemic circulation as compared to oral exposure. This study provides insights into the kinetic properties of parabens and their metabolites in humans.",2023,Chemosphere,parabens,skin | blood,unspecified,unspecified,unspecified,cosmetics product study | skin/topical study | biomonitoring study | analytical/method study,yes,"This paper investigates the pharmacokinetics of parabens in humans following dermal exposure, which is relevant to understanding the health effects of chemical toxicants in cosmetic products."
36142665,β-Cyclodextrin-Based Supramolecular Imprinted Fiber Array for Highly Selective Detection of Parabens.,"A novel high-throughput array analytical platform based on derived β-cyclodextrin supramolecular imprinted polymer (SMIP) fibers was constructed to achieve selective enrichment and removal of parabens. SMIP fiber arrays have abundant imprinting sites and introduce the host−guest inclusion effect of the derived β-cyclodextrin, which is beneficial to significantly improve the adsorption ability of fiber for parabens. Upon combination with HPLC, a specific and sensitive recognition method was developed with a low limit of detection (0.003−0.02 µg/L, S/N = 3) for parabens analysis in environmental water. This method has a good linearity (R > 0.9994) in the linear range of 0.01−200 µg/L. The proposed SMIP fiber array with high-throughput adsorption capacity has great potential in monitoring water pollution, which also provides a reliable reference for the analysis of more categories of pharmaceutical and personal care product pollutants.",2022,International journal of molecular sciences,parabens,unspecified,unspecified,unspecified,unspecified,cosmetics product study | analytical/method study,no,"This paper focuses on the detection of parabens in environmental water, rather than the health effects of chemical toxicants in cosmetic products."
36136000,Potential Allergens in Wound Care Products.,"Patients with chronic wounds have an increased risk of developing allergic contact dermatitis (ACD). Reports of ACD to wound care products are not uncommon. To minimize contact sensitization in patients with chronic wounds, allergenic ingredients should be avoided when possible. With more than 5000 wound care products available in the United States, it is essential to understand which products can be chosen to minimize allergen exposures. Ingredients in wound care products in 5 wound care clinics across 2 institutions were cross-referenced with the American Contact Dermatitis Society core allergen series 2020. Of the 267 wound care products included, 97 (36.3%) contained at least one allergen, including 31 dressings/wraps (22.3%), 25 medications (69.4%), 12 cleaning supplies (36.3%), 16 tapes/glues (80%), 2 instruments (14.3%), 8 emollients and vehicles (61.5%), 1 ostomy product (11.1%), and 2 odor-eliminating products (66.7%). Thirty-four different allergens were identified across all products. The most common allergens present in the included items were acrylates and propylene glycol, followed by parabens, cetyl stearyl alcohol, tocopherol, fragrance, and phenoxyethanol. Many wound care products contain at least one contact allergen, highlighting the importance of clinician education on ACD in the context of wound care product selection.",2022,"Dermatitis : contact, atopic, occupational, drug",parabens,immune system,skin sensitization,unspecified,vitamin E | propylene glycol | phenoxyethanol,clinical/hospital study,no,"The paper focuses on wound care products, which is a different category of cosmetic products compared to skincare, haircare, makeup, and personal care products."
36014557,"Tamarind Seed Coat: A Catechin-Rich Source with Anti-Oxidation, Anti-Melanogenesis, Anti-Adipogenesis and Anti-Microbial Activities.","<i>Tamarindus indica</i> L. or tamarind seed is an industrial by-product of interest to be investigated for its potential and value-added application. An ethanolic tamarind seed coat (TS) extract was prepared using the maceration technique and used to determine the phytochemical composition and bioactivities. The total phenolic and flavonoid contents were determined using colorimetric methods; moreover, chemical constituents were identified and quantified compared to the standard compounds using the HPLC-UV DAD technique. Bioactivities were investigated using various models: antioxidative activity in a DPPH assay model, anti-melanogenesis in B16 melanoma cells, anti-adipogenesis in 3T3-L1 adipocytes, and anti-microbial activity against <i>S. aureus</i>, <i>P. aeruginosa</i>, <i>E. coli</i>, and <i>C. albican</i> using agar disc diffusion and microdilution methods. The results manifested a high content of catechin as a chemical constituent and multiple beneficiary bioactivities of TS extract, including superior antioxidation to ascorbic acid and catechin, comparable anti-melanogenesis to deoxyarbutin, and significant anti-adipogenesis through inhibition of pre-adipocyte differentiation and reduction of lipid and triglyceride accumulation, and a broad spectral anti-microbial activity with a selectively high susceptibility to <i>S. aureus</i> when compared to 1% Parabens. Conclusively, TS extract has been revealed as a potential bioactive agent as well as an alternative preservative for application in food, cosmetic, and pharmaceutical product development.",2022,"Molecules (Basel, Switzerland)",parabens,adipose tissue,unspecified,unspecified,vitamin C | arbutin,cosmetics product study | industrial/occupational | analytical/method study,no,"This paper focuses on the potential uses of tamarind seed coat extract, which is not directly related to the health effects of chemical toxicants in cosmetic products."
35908949,[Improvement Method of Confirmation Test of the In-pharmacy Formulation as Topical Medicine No. 37-①].,"Topical Medicine No. 37-① is one of the in-pharmacy formulation that specifies a confirmation test (referred hereafter as the conventional method) to identify its ingredient diphenhydramine (DH) by colorimetric test. However, the conventional method is environmentally unfriendly due to the large amount of sample and organic solvent used, and the extraction process is complicated. We therefore developed three methods in view of improving the currently confirmation testing process: a simplified version of the conventional method, a TLC method, and an LC/photodiode array detector (PDA) method. The LC/PDA method was also examined for the quantitation of DH in order to determine its content in the medicine when needed. The LC/PDA method also demonstrated sufficient linearity in the calibration curve and recovery rate. We also evaluated whether the three methods developed in this study could be applied to Topical Medicine No. 37-①, which is made of absorptive cream containing different parabens.",2022,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,parabens,unspecified,unspecified,unspecified,unspecified,skin/topical study,no,"This paper focuses on improving the confirmation test for a specific topical medicine, rather than investigating the health effects of chemical toxicants in cosmetic products."
35807508,Parabens Permeation through Biological Membranes: A Comparative Study Using Franz Cell Diffusion System and Biomimetic Liquid Chromatography.,"Parabens (PBs) are used as preservatives to extend the shelf life of various foodstuffs, and pharmaceutical and cosmetic preparations. In this work, the membrane barrier passage potential of a subset of seven parabens, i.e., methyl-, ethyl-, propyl- isopropyl, butyl, isobutyl, and benzyl paraben, along with their parent compound, p-hydroxy benzoic acid, were studied. Thus, the Franz cell diffusion (FDC) method, biomimetic liquid chromatography (BLC), and in silico prediction were performed to evaluate the soundness of both describing their permeation through the skin. While BLC allowed the achievement of a full scale of affinity for membrane phospholipids of the PBs under research, the permeation of parabens through Franz diffusion cells having a carbon chain > ethyl could not be measured in a fully aqueous medium, i.e., permeation enhancer-free conditions. Our results support that BLC and in silico prediction alone can occasionally be misleading in the permeability potential assessment of these preservatives, emphasizing the need for a multi-technique and integrated experimental approach.",2022,"Molecules (Basel, Switzerland)",parabens,skin,unspecified,unspecified,unspecified,cosmetics product study | analytical/method study,yes,"This paper investigates the permeation of parabens through biological membranes, which is relevant to understanding the potential health effects of parabens in cosmetic products."
35794071,Preservatives in non-cosmetic products: Increasing human exposure requires action for protection of health.,"The widespread use of skin sensitizing preservatives is well-known. Contact allergy to preservatives is often caused by their presence in cosmetic products. Preservative use in non-cosmetic products is less well-known. We have reviewed European Union (EU) legislations on classification and labelling, biocides and cosmetics, concerning conditions for use of the most used sensitizing preservatives (including formaldehyde-releasing substances, isothiazolinones and parabens). We have analysed temporal trends in their use in non-cosmetic products (tonnes, number of products, concentrations), based on annual reports to the Swedish Products Register 1995-2018; and we discuss implications for stakeholders. Major changes over time are that the use of most of the preservatives has increased by tonnes and/or by number of products, and that several use concentrations have declined following harmonized classification as a skin sensitizer with low concentration limits for this classification. We conclude that the massive increase in use of preservatives is alarming, and that urgent action is needed for protection of health. Their use in non-cosmetic products is broad, increasing and often undisclosed. In the EU, legislations concerning chemicals can provide relevant restrictions to reduce their use and associated health risks, monitored by efficient surveillance. Prevention would be benefited by better coordination between legislations.",2022,Contact dermatitis,parabens,skin | immune system,skin sensitization,unspecified,unspecified,cosmetics product study,yes,"The paper discusses preservatives in non-cosmetic products, but also mentions their presence in cosmetic products and their potential to cause contact allergy, making it relevant to the health effects of chemical toxicants in cosmetic products."
35669814,"Evaluation of pollutants in perfumes, colognes and health effects on the consumer: a systematic review.","Cosmetic products, especially perfumes and colognes, are widely used in various communities. However, the use of these products can have side effects on consumers. This article aims to review the relevant literature published up to August 2020 to determine whether perfumes and colognes can affect people's health. Relevant articles were identified through electronic search. A total of 562 articles were selected and finally 37 related articles were included in the study after the screening process. The results of this systematic study showed that phthalates, aldehydes, parabens and aluminum-based salts are the most important contaminants in aromatic products that cause side effects such as allergies, breast cancer, reproductive disorders, especially in males, skin allergies, nervous system damage and migraine headaches for consumers. The incidence of complications in people using these products depends on parameters such as age, gender, race, amount of substance consumed, duration of use and economic status, and regarding the relationship between diseases such as cancer, respiratory disorders and endocrine with common contaminants in aromatic products, incidence of these diseases is probable in consumers which require further research to prove.",2022,Journal of environmental health science & engineering,parabens,skin | breast | lung | immune system,carcinogenicity | skin sensitization,perfume,unspecified,cosmetics product study | epidemiological study,yes,"This paper reviews the health effects of chemical toxicants in perfumes and colognes, which are types of cosmetic products, making it relevant to the study."
35642859,Identification of combinations of endocrine disrupting chemicals in household chemical products that require mixture toxicity testing.,"People are exposed to various chemicals contained in consumer products for which the risks are poorly characterized. There is growing evidence that exposure to endocrine disrupting chemicals (EDCs) through product use potentially affects development, behavior, and reproduction. However, limited information is available about common combinations of chemicals based on their appearance and potential health effects. The present study listed the ingredients contained in 11064 household chemical products from a publicly available database, and identified EDCs related to estrogenicity, androgenicity, thyroid hormone disruption, and changes in steroidogenesis. Association rule mining was applied to the dataset to identify frequent combinations of chemicals or commonly occurring EDCs contained in a single product. Among the target products, ingredient names were matched with 1241 chemical identifiers. A total of 293 chemicals were related to endocrine disruption, and nearly two-thirds of the products contained more than one of these chemicals. Cleaning products, synthetic detergents, fabric softeners, air fresheners, and deodorants have several hotspots for fragrances, isothiazolinones, glycol ethers, and parabens. The three most prevalent EDCs in household chemical products were added to act as fragrances and preservatives. The present study demonstrated that commonly occurring chemical combinations can be derived using an association rule mining algorithm. The results of this study will be useful in prioritizing chemical combinations and developing management plans for EDC mixture in consumer products.",2022,Ecotoxicology and environmental safety,parabens,thyroid,endocrine disruption | thyroid disruption,deodorant,unspecified,unclassified,yes,"This paper is relevant because it investigates the presence of endocrine disrupting chemicals in household products, which can also be found in cosmetic products, and identifies combinations of these chemicals that may require mixture toxicity testing."
35525453,Halogenated ingredients of household and personal care products as emerging endocrine disruptors.,"The everyday use of household and personal care products (HPCPs) generates an enormous amount of chemicals, of which several groups warrant additional attention, including: (i) parabens, which are widely used as preservatives; (ii) bisphenols, which are used in the manufacture of plastics; (iii) UV filters, which are essential components of many cosmetic products; and (iv) alkylphenol ethoxylates, which are used extensively as non-ionic surfactants. These chemicals are released continuously into the environment, thus contaminating soil, water, plants and animals. Wastewater treatment and water disinfection procedures can convert these chemicals into halogenated transformation products, which end up in the environment and pose a potential threat to humans and wildlife. Indeed, while certain parent HPCP ingredients have been confirmed as endocrine disruptors, less is known about the endocrine activities of their halogenated derivatives. The aim of this review is first to examine the sources and occurrence of halogenated transformation products in the environment, and second to compare their endocrine-disrupting properties to those of their parent compounds (i.e., parabens, bisphenols, UV filters, alkylphenol ethoxylates). Albeit previous reports have focused individually on selected classes of such substances, none have considered the problem of their halogenated transformation products. This review therefore summarizes the available research on these halogenated compounds, highlights the potential exposure pathways, and underlines the existing knowledge gaps within their toxicological profiles.",2022,Chemosphere,parabens,unspecified,endocrine disruption,sunscreen,unspecified,cosmetics product study | sunscreen/UV filter study | environmental contamination,yes,"The paper discusses the health effects of halogenated derivatives of chemicals found in household and personal care products, including those used in cosmetic products."
