pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
35838492,Trends in formaldehyde and formaldehyde-releaser contact allergies as compared with market exposure in Thailand.,"Formaldehyde and formaldehyde releasers (FRs) are common preservatives in cosmetics and household products. Their contact allergy trends are decreasing in Europe and America, but trend data for Asia are limited. The first objective was to determine the prevalences of and trends in contact allergies to formaldehyde and FRs. The second objective was to establish how often formaldehyde and FRs were mentioned on the labels of products sold in the Thai market. Twenty years of data on patch test results for formaldehyde and FRs were reviewed. Their frequency of mention on the labels of 5855 products was analysed. The trends in contact allergy to formaldehyde and FRs were decreasing. The overall prevalence of formaldehyde contact allergy was 2.5%. The most common FR to cause contact allergy was quaternium-15. Formaldehyde and FRs were identified as ingredients in 10.2% of the products surveyed. Dimethylol dimethyl hydantoin was the most common FR (5.2%). The highest use of formaldehyde and FRs (15.5%) was in hair care products. Although contact allergy trends in Thailand were decreasing, the proportion of products with FRs remained high. Comprehensive and universal legislation is needed to control the presence of formaldehyde and FRs.",2023,Contact dermatitis,formaldehyde_releasers,eye | immune system,skin sensitization,unspecified,unspecified,cosmetics product study | hair product study | epidemiological study,yes,"This paper investigates the trends of formaldehyde and formaldehyde releaser contact allergies in Thailand, which is relevant to the health effects of chemical toxicants in cosmetic products."
35794071,Preservatives in non-cosmetic products: Increasing human exposure requires action for protection of health.,"The widespread use of skin sensitizing preservatives is well-known. Contact allergy to preservatives is often caused by their presence in cosmetic products. Preservative use in non-cosmetic products is less well-known. We have reviewed European Union (EU) legislations on classification and labelling, biocides and cosmetics, concerning conditions for use of the most used sensitizing preservatives (including formaldehyde-releasing substances, isothiazolinones and parabens). We have analysed temporal trends in their use in non-cosmetic products (tonnes, number of products, concentrations), based on annual reports to the Swedish Products Register 1995-2018; and we discuss implications for stakeholders. Major changes over time are that the use of most of the preservatives has increased by tonnes and/or by number of products, and that several use concentrations have declined following harmonized classification as a skin sensitizer with low concentration limits for this classification. We conclude that the massive increase in use of preservatives is alarming, and that urgent action is needed for protection of health. Their use in non-cosmetic products is broad, increasing and often undisclosed. In the EU, legislations concerning chemicals can provide relevant restrictions to reduce their use and associated health risks, monitored by efficient surveillance. Prevention would be benefited by better coordination between legislations.",2022,Contact dermatitis,formaldehyde_releasers,skin | immune system,skin sensitization,unspecified,unspecified,cosmetics product study,yes,"This paper examines the use of preservatives in non-cosmetic products, which is related to the broader topic of chemical toxicants in various products, including cosmetics."
35033244,"The development of dual-function solid-phase method as extraction and a decomposition reaction media for the determination of a formaldehyde releaser, imidazolidinyl urea, in cosmetics.","In this study, we present a simple method to determine imidazolidinyl urea (IU) in cosmetics using a solid phase as both a decomposition field and an extraction phase. IU is difficult to quantify because it is a mixture of allantoin-formaldehyde condensation products that are easily decomposed to release formaldehyde. In our method, IU is decomposed to allantoin and 1-[4-(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]urea (4-HU) on an aminopropyl-bonded silica solid phase. Subsequent high-performance liquid chromatography enables quantification of the resulting allantoin and 4-HU. The quantified value was converted to the total allantoin amount on the basis of molecular weight, and the calculated value was compared with that of an IU reference standard to determine the contents. The calibration curves of the decomposed IU as allantoin and 4-HU were both linear over an IU solution concentration range from 0.05 to 0.65% (w/v). The recoveries from lotion, body soap, and conditioners, which contained 0.1%, 0.3%, and 0.6% (w/w) of IU, respectively, ranged from 88.2 to 107.5%. The relative standard deviation values for the recovery tests of six replicates ranged from 1.03 to 6.97%. The intra-laboratory precisions for the lotion and conditioner A containing 0.3% IU were 3.02 and 4.94%, respectively. This method was well validated and would be helpful in determining IU in cosmetic samples.",2022,Analytica chimica acta,formaldehyde_releasers,unspecified,unspecified,conditioner | soap,unspecified,cosmetics product study | skin/topical study | analytical/method study,yes,"This paper presents a method for determining a formaldehyde releaser, imidazolidinyl urea, in cosmetics, which is relevant to the analysis of chemical toxicants in cosmetic products."
34748058,"Prevalence and trend of allergen sensitization in patients with a diagnosis of stasis dermatitis referred for patch testing, North American contact dermatitis group data, 2001-2016.","Few studies explored the relationship between stasis dermatitis (SD) and allergic contact dermatitis (ACD). To examine trends, associations, and clinical relevance of ACD in patients referred for patch testing who had a final SD diagnosis. Retrospective analysis from 2001 to 2016 of 38,723 patients from the North American Contact Dermatitis Group. After patch testing, 303 (0.7%) patients were diagnosed with SD; 46.7% had a concomitant diagnosis of ACD. Patients with vs. without a final SD diagnosis had similar proportions of ≥ 1 positive allergic reaction (59.7% vs. 64.7%; Chi-square, P = 0.0724) but higher odds of allergic reactions to fragrance mix I, bacitracin, quaternium-15, Myroxylon pereirae, benzalkonium chloride, ethyleneurea melamine formaldehyde, diazolidinyl urea, and propylene glycol. The most commonly relevant allergens in patients with final SD diagnosis were fragrance mix I, Myroxylon pereirae, bacitracin, quaternium-15, and formaldehyde. The most common allergen sources were personal care products, topical medications and other health aid products. Nearly half of patients with a final SD diagnosis were also diagnosed with ACD, supporting the role of patch testing in select SD patients.",2022,Archives of dermatological research,formaldehyde_releasers,immune system,skin sensitization,unspecified,propylene glycol,cosmetics product study | skin/topical study | clinical/hospital study | epidemiological study,no,"This paper explores the relationship between stasis dermatitis and allergic contact dermatitis, but does not specifically address the health effects of chemical toxicants in cosmetic products."
34723037,Analytical Method Development for Determining Formaldehyde in Cream Cosmetics Using Hyphenated Gas Chromatography.,"Formaldehyde has been reported to be a potential human carcinogen due to its toxicity. However, formaldehyde releaser substances are still widely used as a preservative in cosmetics. Researchers have developed various methods for determining formaldehyde. One of the problems involved in the standard method is that of obtaining a derivatization agent, especially for routine analysis in the National Agency of Drug and Food, Indonesia. Therefore, this study aimed to develop a new method using gas chromatography-mass spectrometry (GC-MS) and gas chromatography-flame ionization detection (GC-FID). The significant modifications involved optimizations of five series of concentrations of <i>p</i>-toluenesulfonic (PTS) acid in ethanol (acidified ethanol), used as the derivatization agent, and the conditions of time and temperature of the reaction to yield the highest peak area. In addition, sample analysis was also carried out using the 2,4-dinitrophenylhydrazine (DNPH) method with high-performance liquid chromatography (HPLC) to compare the quantification results. The validated method showed intraday and interday precision, an accuracy (% RSD) of less than 3.7%, confidence interval 95.0-105.0%, a limit of detection and quantitation of 0.0099 and 0.0329 μg/mL (for DNPH by HPLC-DAD), 0.0158 and 0.0528 μg/mL (for PTS by SHS-GC-MS), and 1.1287 and 3.7625 μg/mL (for PTS liquid by GC-FID), respectively. These results have met the requirements for a validated analytical method and could be applied for routine analysis.",2021,ACS omega,formaldehyde_releasers,unspecified,carcinogenicity,unspecified,unspecified,cosmetics product study | skin/topical study | analytical/method study,yes,"This paper aims to develop a method for determining formaldehyde in cream cosmetics, which is a chemical toxicant commonly found in cosmetic products."
33956604,Contact Dermatitis of the Hands: Is It Irritant or Allergic?,"Hand contact dermatitis is common, and irritant contact dermatitis (ICD) is more likely than allergic contact dermatitis (ACD) in both occupational and nonoccupational settings. Irritant contact dermatitis can have acute and chronic presentations, and hand hygiene products can contribute. The most common relevant hand contact allergens in North American patch test populations are methylisothiazolinone (MI), nickel, formaldehyde, quaternium-15, and fragrance mix I. In health care workers, rubber accelerators often are relevant as potential contact allergens. Clinically, it can be difficult to differentiate between ICD and ACD, and patch testing often is required for definitive diagnosis. When patch testing is indicated, supplemental allergen series in addition to a screening series often are needed. Management of hand contact dermatitis requires gentle skin care, avoidance of irritants and/ or allergens when appropriate, and prescription topical or systemic therapies or phototherapy when indicated.",2021,Cutis,formaldehyde_releasers,skin | immune system,skin sensitization,unspecified,unspecified,skin/topical study | clinical/hospital study | industrial/occupational,yes,"This paper discusses the causes and allergens of hand contact dermatitis, which can be related to chemical toxicants in cosmetic products."
33634511,"Prevalence and trend of allergen sensitization in patients with nummular (discoid) eczema referred for patch testing: North American Contact Dermatitis Group data, 2001-2016.","Few studies have examined the relationship between nummular (discoid) eczema (NE) and allergic contact dermatitis (ACD). To examine trends, associations, and clinical relevance of ACD in patients with NE who were referred for patch testing. Retrospective analysis of 38 723 patients from the North American Contact Dermatitis Group. Overall, 748 patients (1.9%) were diagnosed with NE; 23.9% had a concomitant diagnosis of ACD. The prevalence of NE fluctuated over time between 2001 and 2016, with no overall change in prevalence in diagnosed NE. In multivariable logistic regression models, NE increased steadily with age and was associated with male sex and Asian and other race/ethnicity, and inversely associated with a history of atopic dermatitis (AD) and hay fever. Patients with NE had lower proportions of one or more positive allergic reactions and lower odds of a positive reaction in multiple individual allergens. The most commonly relevant allergens in patients with NE were formaldehyde 2.0% aq., methylisothiazolinone, quaternium 15, fragrance mix I, and propylene glycol. NE is a heterogeneous disorder with distinct subsets of lesional distributions and a profile of relevant allergens, especially formaldehyde and formaldehyde releasers. Nearly one in four patients with NE had ACD, supporting the role of patch testing in patients with NE.",2021,Contact dermatitis,formaldehyde_releasers,immune system,skin sensitization,unspecified,propylene glycol,clinical/hospital study | epidemiological study,yes,"This study examines the relationship between nummular eczema and allergic contact dermatitis, which can be triggered by chemical toxicants in personal care products."
33259878,"Hand dermatitis in adults referred for patch testing: Analysis of North American Contact Dermatitis Group Data, 2000 to 2016.","Hand eczema (HE) is a heterogeneous and burdensome disorder. To characterize the clinical characteristics, etiologies and allergen relevance in adults with HE referred for patch testing. Retrospective analysis (2000-2016) of North American Contact Dermatitis Group data (n = 37,113). Overall, 10,034 patients had HE, with differences of overlap between allergic contact, irritant contact, and atopic dermatitis. Allergic contact HE fluctuated, whereas atopic HE steadily increased, and irritant HE decreased over time. HE was associated with higher proportions of positive patch tests (67.5% vs 63.8%; χ<sup>2</sup>, P < .0001). The five most common clinically relevant allergens were methylisothiazolinone, nickel, formaldehyde, quaternium-15, and fragrance mix I. HE was associated with significantly higher odds of positive patch test reactions and clinical relevance in 13 and 16 of the 25 most common allergens, respectively, including preservatives, metals, topical medications, and rubber accelerators. No data on HE phenotype. HE in adults was associated with higher proportions of positive patch tests, with a heterogeneous profile of allergens. Patch testing remains an important tool in the evaluation of patients with HE.",2021,Journal of the American Academy of Dermatology,formaldehyde_releasers,immune system,skin sensitization,unspecified,unspecified,skin/topical study | clinical/hospital study,yes,"This paper analyzes the clinical characteristics and allergen relevance of hand eczema, which can be caused by chemical toxicants in hand hygiene products and other personal care products."
33039486,"Contact dermatitis to personal care products is increasing (but different!) in males and females: North American Contact Dermatitis Group data, 1996-2016.","Personal care products (PCPs) are commonly responsible for allergic contact dermatitis and irritant contact dermatitis. PCP use was historically associated with females, but male-targeted PCPs are increasingly being marketed. To characterize and compare males with PCP-related contact dermatitis (MPCPs) and females with PCP-related contact dermatitis (FPCPs). This was a retrospective cross-sectional analysis of North American Contact Dermatitis Group data (1996-2016). Four thousand six hundred eighty of 16,233 men (28.8%) and 12,730 of 32,222 (39.5%) women had a PCP identified as a source of irritant contact dermatitis or a positive patch test reaction. The proportion of PCP-related dermatitis in both sexes significantly increased (>2.7-fold) over the decade of study. Compared with FPCPs, a larger proportion of MPCPs were older or had trunk or extremity dermatitis (P < .0001). MPCPs were twice as likely to have soaps as a source while FPCPs were twice as likely to have hair care products (P < .0001). The most common PCP-related North American Contact Dermatitis Group allergens for both sexes were methylisothiazolinone (MPCP 28.8% and FPCP 21.5%), fragrance mix I (MPCP 22.3% and FPCP 20.1%), balsam of Peru (MPCP 18.5% and FPCP 14.1%), quaternium-15 (MPCP 16.1% and FPCP 12.3%), and paraphenylenediamine (MPCP 11.5% and FPCP 11.1%). Patient population referred for suspected contact dermatitis. PCP-related dermatitis is increasing. Sites of involvement and relevant PCP sources are distinct between sexes. Male and female variation in exposure history may explain differences in reactivity to some allergen groups.",2021,Journal of the American Academy of Dermatology,formaldehyde_releasers,immune system,skin sensitization,soap,unspecified,cosmetics product study | hair product study | clinical/hospital study | epidemiological study,yes,"This study characterizes and compares the causes of contact dermatitis in males and females related to personal care products, which can contain chemical toxicants."
32287282,Patch test results in paediatric patients with atopic dermatitis in Laos.,"Dermatological services in Laos, South East Asia are limited mainly to the capital and patch testing is currently not available, so no data exists regarding the common cutaneous allergens in this population. The aim of this study was to document common allergens in paediatric patients with atopic dermatitis attending the allergy clinic in the capital, Vientiane. Fifty paediatric patients with atopic dermatitis were patch tested using TRUE Test® panels 1 to 3 (35 allergens). Readings were taken at Days 2 and 4. Twenty-six positive patch tests were recorded on Day 4 in 15 children (30%). The most common allergens were: gold (18%), nickel (10%), formaldehyde (6%) and p-Phenylenediamine (6%). Other positive allergens were potassium dichromate (2%), cobalt dichloride (2%), Bronopol (2%), paraben mix (2%), fragrance mix 1 (2%) and neomycin (2%). The majority of the patients with positive reactions were female. This study represents the first documented patch test results in the Lao population. It is hoped that these findings will help clinicians to advise the families of children with atopic dermatitis on common allergens to avoid and inform future work on contact dermatitis in this population.",2020,PloS one,formaldehyde_releasers,skin | immune system,skin sensitization,unspecified,unspecified,clinical/hospital study,no,"This paper focuses on patch test results in pediatric patients with atopic dermatitis in Laos, which is not directly related to the health effects of chemical toxicants in cosmetic products."
