pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
37414869,Effects of Corsi-Rosenthal boxes on indoor air contaminants: non-targeted analysis using high resolution mass spectrometry.,"In response to COVID-19, attention was drawn to indoor air quality and interventions to mitigate airborne COVID-19 transmission. Of developed interventions, Corsi-Rosenthal (CR) boxes, a do-it-yourself indoor air filter, may have potential co-benefits of reducing indoor air contaminant levels. We employed non-targeted and suspect screening analysis (NTA and SSA) to detect and identify volatile and semi-volatile organic contaminants (VOCs and SVOCs) that decreased in indoor air following installation of CR boxes. Using a natural experiment, we sampled indoor air before and during installation of CR boxes in 17 rooms inside an occupied office building. We measured VOCs and SVOCs using gas chromatography (GC) high resolution mass spectrometry (HRMS) with electron ionization (EI) and liquid chromatography (LC) HRMS in negative and positive electrospray ionization (ESI). We examined area count changes during vs. before operation of the CR boxes using linear mixed models. Transformed (log2) area counts of 71 features significantly decreased by 50-100% after CR boxes were installed (False Discovery Rate (FDR) p-value < 0.2). Of the significantly decreased features, four chemicals were identified with Level 1 confidence, 45 were putatively identified with Level 2-4 confidence, and 22 could not be identified (Level 5). Identified and putatively identified features (Level ≥4) that declined included disinfectants (n = 1), fragrance and/or food chemicals (n = 9), nitrogen-containing heterocyclic compounds (n = 4), organophosphate esters (n = 1), polycyclic aromatic hydrocarbons (n = 8), polychlorinated biphenyls (n = 1), pesticides/herbicides/insecticides (n = 18), per- and polyfluorinated alkyl substances (n = 2), phthalates (n = 3), and plasticizers (n = 2). We used SSA and NTA to demonstrate that do-it-yourself Corsi-Rosenthal boxes are an effective means for improving indoor air quality by reducing a wide range of volatile and semi-volatile organic contaminants.",2023,Journal of exposure science & environmental epidemiology,phthalates,unspecified,unspecified,unspecified,unspecified,analytical/method study,no,"This paper focuses on the effects of Corsi-Rosenthal boxes on indoor air contaminants, which is unrelated to the health effects of chemical toxicants in cosmetic products."
37410028,Rapid Screening of Consumer Products by GCxGC-HRT and Machine Learning Assisted Data Processing.,"This work demonstrates high-throughput screening of personal care products to provide an overview of potential exposure. Sixty-seven products from five categories (body/fragrance oil, cleaning product, hair care, hand/body wash, lotion, sunscreen) were rapidly extracted and then analyzed using suspect screening by two-dimensional gas chromatography (GCxGC) high-resolution mass spectrometry (GCxGC-HRT). Initial peak finding and integration were performed using commercial software, followed by batch processing using the machine learning program Highlight. Highlight automatically performs background subtraction, chromatographic alignment, signal quality review, multidilution aggregation, peak grouping, and iterative integration. This data set resulted in 2,195 compound groups and 43,713 individual detections. Compounds of concern (101) were downselected and classified as mild irritants (29%), environmental toxicants/severe irritants (51%) and endocrine disrupting chemicals/carcinogens (20%). High risk compounds such as phthalates, parabens, and avobenzone were detected in 46 out of the 67 products (69%), and only 5 out of the 67 products (7%) listed these compounds on their ingredient labels. The Highlight results for the compounds of concern were compared to commercial software results (ChromaTOF) and 5.3% of the individual detections were discerned only by Highlight, demonstrating the strength of the iterative algorithm to effectively discover low-level signatures. Highlight provides a significant labor advantage, requiring only 2.6% of the time estimated for a largely manual workflow using commercial software. In order to address significant time needed for postprocessing assignment of identification confidence, a new machine-learning-based algorithm was developed to assess the quality of assigned library matches, and a balanced accuracy of 79% was achieved.",2023,Journal of the American Society for Mass Spectrometry,phthalates,unspecified,endocrine disruption | carcinogenicity,sunscreen | body wash,sunscreen agent,cosmetics product study | sunscreen/UV filter study | hair product study | skin/topical study | analytical/method study,yes,"This paper involves the analysis of chemical compounds in personal care products, which is directly related to the health effects of chemical toxicants in cosmetic products."
37367903,The Relationship between Phthalates and Diabetes: A Review.,"Since the beginning of their production, in the 1930s, phthalates have been widely used in the plastics industry to provide durability and elasticity to polymers that would otherwise be rigid, or as solvents in hygiene and cosmetic products. Taking into account their wide range of applications, it is easy to understand why their use has been increasing over the years, making them ubiquitous in the environment. This way, all living organisms are easily exposed to these compounds, which have already been classified as endocrine disruptor compounds (EDC), affecting hormone homeostasis. Along with this increase in phthalate-containing products, the incidence of several metabolic diseases has also been rising, namely diabetes. That said, and considering that factors such as obesity and genetics are not enough to explain this substantial increase, it has been proposed that the exposure to environmental contaminants may also be a risk factor for diabetes. Thus, the aim of this work is to review whether there is an association between the exposure to phthalates and the development of the several forms of diabetes mellitus, during pregnancy, childhood, and adulthood.",2023,Metabolites,phthalates,unspecified,endocrine disruption,unspecified,unspecified,cosmetics product study | epidemiological study,yes,"This paper discusses phthalates, which are used in cosmetic products, and their potential link to metabolic diseases, including diabetes."
37343917,"Distribution of phthalate metabolites, benzophenone-type ultraviolet filters, parabens, triclosan and triclocarban in paired human hair, nail and urine samples.","In this study, the distribution of nineteen ingredients of personal care product (PCPs), including seven metabolites of phthalates (mPAEs), five benzophenone-type ultraviolet filters (BPs), and seven antimicrobial agents (AAs), were investigated in paired human hair, nail and urine samples. The median concentrations of ΣmPAEs, ΣBPs and ΣAAs were 135, 2.76 and 179 ng/g in hair, 37.3, 2.95 and 297 ng/g in nails, and 345, 4.03 and 50.1 ng/mL in urine, respectively. Mono-methyl phthalate (49%), 2,4-dihydroxybenzophenone (45%) and triclosan (71%) were the most abundant mPAE, BP and AA in hair samples, respectively, and had similar abundance in nail samples. In contrast, mono-n-butyl phthalate (45%), 4-hydroxy benzophenone (29%) and methyl paraben (54%) were the predominant mPAE, BP and AA in urine samples, respectively. Significant differences in the concentrations of some target compounds were observed between male and female but inconsistent across different matrices. Moreover, most compounds with significant correlations had quite different correlation coefficients in each matrix. No significant correlations were found between hair, nail and urine samples for most of the target analytes. These results suggest these analytes have matrix-specific distribution, and it is necessary to use multiple matrices to comprehensively assess the risk of ingredients of PCPs to human health.",2023,"Environmental pollution (Barking, Essex : 1987)",phthalates,unspecified,unspecified,unspecified,unspecified,cosmetics product study | biomonitoring study,yes,"This study investigates the distribution of various chemical ingredients in human hair, nail, and urine samples, which is relevant to understanding the health effects of chemical toxicants in cosmetic products."
37176899,iTRAQ-Based Proteomic and Physiological Analyses Reveal the Mechanisms of Dehydration and Cryopreservation Tolerance of <i>Sophora tonkinensis</i> Gagnep. Seeds.,"<i>Sophora tonkinensi</i> is a shrub of the genus <i>Sophora</i> in the family Fabaceae with anti-inflammatory and pain-relieving effects. While the cultivation, chemical makeup, and medicinal properties of <i>S. tonkinensis</i> have been reported, the physiological mechanisms governing its dehydration and cryopreservation tolerance of seeds remain unclear. In this study, we investigated the morphological, physiological, biochemical, and protein expression characteristics of <i>S. tonkinensis</i> seeds subjected to dehydration and cryopreservation techniques via the observation of cell microstructure, determination of antioxidant enzyme activity, and iTRAQ-based proteomic analysis, respectively. The results of the study demonstrated that the seeds possessed a certain level of tolerance to dehydration. The highest germination percentage of 83.0% was observed after 2 h of dehydration (10.1% water content), which was identified as the optimal time point for cryopreservation. However, the germination percentage was reduced to only 30.5% when the water content reached 5.4%, indicating that <i>S. tonkinensis</i> seeds exhibit intermediate storage behavior. Further investigation revealed that during seed dehydration and cryopreservation treatment, liposomes were gradually and highly fused, whereas the activities of ROS scavenging and stress defense were significantly enhanced. During dehydration, the seed tissues formed a protective mechanism of stress resistance based on protein processing in the endoplasmic reticulum and antioxidant system, which was related to the dehydration tolerance. Moreover, only three differentially expressed LEA proteins were identified, and it is speculated that the strengthening of intracellular metabolism and the absence of specific LEA and dehydrins could be crucial factors for the reduced germination percentage after excessive dehydration and cryopreservation.",2023,"Plants (Basel, Switzerland)",phthalates,unspecified,oxidative stress,unspecified,unspecified,cosmetics product study,no,"This paper focuses on the physiological mechanisms of a specific plant species, without any mention of cosmetic products or chemical toxicants."
37148507,Association of urine phthalate metabolites levels with kidney function in 1610 US adolescents.,"Phthalates are widely used as plasticizer or fragrance ingredients in various consumer products worldwide. However, evidence for the overall effects of mixed exposure to phthalate on kidney function has not been widely investigated. The purpose of this article was to assess the association of urine phthalate metabolite levels and kidney injury parameters in adolescents. We used data from the combined 2007-2016 National Health and Nutrition Examination Survey (NHANES). We fitted weighted linear regressions and Bayesian kernel machine regressions (BKMR) models to explore the association of urinary phthalate metabolites with four parameters of kidney function after adjusting for covariates. Weighted linear regression models showed that MiBP (β = 8.057; P<sub>FDR</sub> = 0.016) was significantly positively associated with eGFR and MEP (β = -0.799; P<sub>FDR</sub> < 0.001) was significantly negatively correlated with BUN. BKMR analysis showed that the higher the concentration of phthalate metabolite mixture, the higher eGFR in adolescents. Based on the results of these two models, our findings revealed that mixed exposure to phthalates was associated with elevated eGFR in adolescents. However, as the study is cross-sectional, reverse causality is possible, and altered kidney function may impact the concentration of phthalate metabolites in urine.",2023,Environmental science and pollution research international,phthalates,kidney,unspecified,unspecified,unspecified,epidemiological study | food/dietary exposure,yes,"This paper investigates the association between phthalate exposure and kidney function in adolescents, which is relevant to the health effects of chemical toxicants in cosmetic products since phthalates are commonly used as fragrance ingredients in personal care products."
37013579,The association of long-term calcium and dairy products intake in adolescence with carotid intima media thickness and metabolic syndrome in early adulthood: Tehran Lipid and Glucose Study.,"Calcium could impact on vascular functions and structures and cause atherosclerosis. Thus, we aimed to examine the association of long-term calcium and dairy products intake in adolescence with cIMT and MetS in early adulthood. We considered 217 adolescents aged 12-18 years in the frame work of the Tehran Lipid and Glucose Study (2006-2009) and follow-up them to early adulthood (2015-2017). The valid food frequency questionnaire was used to assess dietary intake. Ultrasound examination was used to measure common carotid artery. The joint interim statement and cook et al. criteria were used for adults and adolescents to consider MetS, respectively. Adolescents' average calcium intake from dairy and non-dairy sources were 395 mg/d and 1088 mg/d, respectively while adults had 212 mg/d and 1191 mg/d. In addition, the mean of cIMT in adults was 0.54 mm. There was no relationship of non-dairy (β: - 0.03; P = 0.804), and total calcium (β: - 0.001; P = 0.591) intake with cIMT and TG. None of the dairy products had link with cIMT, MetS and its components, except cream with cIMT after full adjustment of potential confounders (β: 0.245; P = 0.009). Also, we found that the intake of non-dairy products could increase DBP after controlling for potential confounders (β: 0.365; P = 0.012). Adolescence with higher quartiles of total calcium intake had no odds ratio of MetS in early adulthood (β: 2.05, P = 0.371). Adolescence calcium and dairy products intake, with the exception of cream did not increase early adulthood cIMT and MetS and its components.",2023,Nutrition & metabolism,phthalates,unspecified,unspecified,unspecified,unspecified,skin/topical study,no,"This paper focuses on the association between calcium intake and cardiovascular health in adolescents and adults, which is unrelated to the health effects of chemical toxicants in cosmetic products."
36988899,Interventions to Reduce Exposure to Synthetic Phenols and Phthalates from Dietary Intake and Personal Care Products: a Scoping Review.,"A scoping review was conducted to identify interventions that successfully alter biomarker concentrations of phenols, glycol ethers, and phthalates resulting from dietary intake and personal care product (PCPs) use. Twenty-six interventions in populations ranging from children to older adults were identified; 11 actively removed or replaced products, 9 provided products containing the chemicals being studied, and 6 were education-only based interventions. Twelve interventions manipulated only dietary intake with a focus on bisphenol A (BPA) and phthalates, 8 studies intervened only on PCPs use and focused on a wider range of chemicals including BPA, phthalates, triclosan, parabens, and ultraviolet absorbers, while 6 studies intervened on both diet and PCPs and focused on phthalates, parabens, and BPA and its alternatives. No studies assessed glycol ethers. All but five studies reported results in the expected direction, with interventions removing potential sources of exposures lowering EDC concentrations and interventions providing exposures increasing EDC concentrations. Short interventions lasting a few days were successful. Barriers to intervention success included participant compliance and unintentional contamination of products. The identified interventions were generally successful but illustrated the influence of participant motivation, compliance, ease of intervention adherence, and the difficulty of fully removing exposures due their ubiquity and the difficulties of identifying ""safer"" replacement products. Policy which reduces or removes EDC in manufacturing and processing across multiple sectors, rather than individual behavior change, may have the greatest impact on population exposure.",2023,Current environmental health reports,phthalates,unspecified,unspecified,unspecified,unspecified,cosmetics product study | biomonitoring study | food/dietary exposure,yes,"This paper is relevant because it discusses the health effects of chemical toxicants found in personal care products, specifically phthalates, parabens, and BPA, which are commonly found in cosmetic products."
36838677,"GC-MS Determination of Undeclared Phthalate Esters in Commercial Fragrances: Occurrence, Profiles and Assessment of Carcinogenic and Non-Carcinogenic Risk Associated with Their Consumption among Adult Consumers.","Phthalates are chemicals that are extensively used in the manufacturing of cosmetic products. The occurrence of phthalate esters in personal care products may pose adverse effects on consumers' health. In this work, a simple, fast and reliable GC-MS method was developed and validated for concurrent determination of phthalate esters in fragrances. Simple procedures were employed for sample preparation and clean up. The recoveries achieved were in the range of 94.9% to 105.6% with RSD ≤ 4.06. The detection limits were in the range of 0.0010 to 0.0021 µg/mL. The GC-MS method was utilized to investigate the occurrence of phthalate esters in different brands of perfumes sold in the Saudi Arabian market. Diethyl phthalate was detected in all analyzed samples, with a maximum concentration of 5766 µg/mL, and di (2-ethylhexyl) phthalate was detected in the majority of the analyzed samples (95%), with a mean concentration of 55.9 µg/mL and a highest concentration of 377.7 µg/mL. Additionally, the exposure to phthalate esters due to the consumption of perfumes was investigated among the adult Saudi population for the first time. It was found that the systemic exposure dose, measured at mean concentrations, ranged from 4.59 × 10<sup>-4</sup> to 4.29 × 10<sup>-2</sup> (mg/kg/day) and from 5.00 × 10<sup>-4</sup> to 4.68 × 10<sup>-2</sup> (mg/kg/day) for male and female users, respectively. Moreover, the non-carcinogenic risk of the investigated phthalate esters and the carcinogenic risk of DEHP were also evaluated. The non-carcinogenic risk values of the detected phthalate esters were greater than 100, which indicates that exposure to these phthalate esters is unlikely to produce non-carcinogenic health effects to consumers. However, at maximum DEHP concentrations, the carcinogenic risk values were 5.49 × 10<sup>-5</sup> for male users and 5.98 × 10<sup>-5</sup> for female users, which indicates the possibility of DEHP to pose a carcinogenic health effect if present at high levels. Regular monitoring of undeclared chemicals such as phthalate esters in personal care products marketed in Saudi Arabia is extremely important to ensure consumers' safety. To the best of the authors' knowledge, this is the first study to assess the health risk associated with consumption of perfumes in Saudi Arabia.",2023,"Molecules (Basel, Switzerland)",phthalates,unspecified,carcinogenicity,perfume,unspecified,cosmetics product study | analytical/method study,yes,"This study aims to determine the occurrence and risk associated with phthalate esters in commercial fragrances, which is directly related to the health effects of chemical toxicants in cosmetic products."
36828075,"Endocrine disrupting chemicals in indoor dust: A review of temporal and spatial trends, and human exposure.","Several chemicals with widespread consumer uses have been identified as endocrine-disrupting chemicals (EDCs), with a potential risk to humans. The occurrence in indoor dust and resulting human exposure have been reviewed for six groups of known and suspected EDCs, including phthalates and non-phthalate plasticizers, flame retardants, bisphenols, per- and polyfluoroalkyl substances (PFAS), biocides and personal care product additives (PCPs). Some banned or restricted EDCs, such as polybrominated diphenyl ethers (PBDEs), di-(2-ethylhexyl) phthalate (DEHP), bisphenol A (BPA), perfluorooctanesulfonic acid (PFOS) and perfluorooctanoic acid (PFOA), are still widely detected in indoor dust in most countries, even as the predominating compounds of their group, but generally with decreasing trends. Meanwhile, alternatives that are also potential EDCs, such as bisphenol S (BPS), bisphenol F (BPF), decabromodiphenyl ethane (DBDPE) and organophosphate flame retardants (OPFRs), and PFAS precursors, such as fluorotelomer alcohols, have been detected in indoor dust with increasing frequencies and concentrations. Associations between some known and suspected EDCs, such as phthalate and non-phthalate plasticizers, FRs and BPs, in indoor dust and paired human samples indicate indoor dust as an important human exposure pathway. Although the estimated daily intake (EDI) of most of the investigated compounds was mostly below reference values, the co-exposure to a multitude of known or suspected EDCs requires a better understanding of mixture effects.",2023,The Science of the total environment,phthalates,unspecified,endocrine disruption,unspecified,unspecified,cosmetics product study,yes,"The paper reviews the occurrence of endocrine-disrupting chemicals in indoor dust, including those found in personal care products, and their resulting human exposure."
36827232,Effect of Dopants and Gas-Phase Composition on Ionization Behavior and Efficiency in Dielectric Barrier Discharge Ionization.,"Cold plasma-based ionization techniques allow for soft ionization of a wide variety of chemical compounds. In this chemical ionization mechanism, the atmosphere plays a crucial role in ionization. Knowing its influence is critical for the optimization of analysis conditions and interpretation of resulting spectra. This study uses soft ionization by chemical reaction in transfer (SICRIT), a variant of dielectric barrier discharge ionization (DBDI), that allows for a controlled atmosphere to investigate atmosphere and dopant effects. The influence of eight makeup gas compositions (dry nitrogen, room air, and nitrogen-enriched with either water, HCl, MeOH, hexane, NH<sub>3</sub>, and fluorobenzene) on the ionization with SICRIT was investigated. Fifteen compound classes, comprising alkanes, polyaromatic hydrocarbons (PAHs), terpenes, oxygen-containing terpenes, alkylphenols, chlorophenols, nitrophenols, trialkylamines, triazines, phthalates with or without ether groups, aldehydes, ketones, fatty acid methyl esters (FAMEs), and polyoxy-methylene ethers (OMEs) were measured via gas chromatography SICRIT high-resolution mass spectrometry (GC-SICRIT-HRMS). The different atmospheres were compared in terms of generated ions, ion intensities and fragmentation during ionization. Measurements of reactant ions were performed for a better understanding of the underlying mechanisms. All 15 compound classes were mostly softly ionized. For most compound classes and atmospheres, protonation is the dominant ionization mode. The highest number of compounds ionized via protonation was observed in dry nitrogen, followed by room air and humid nitrogen. The study should work as a guideline for the choice of atmosphere for specific compound classes and the interpretation of spectra generated under a specific atmosphere.",2023,Journal of the American Society for Mass Spectrometry,phthalates,blood,unspecified,unspecified,unspecified,cosmetics product study | analytical/method study,no,"This paper focuses on the ionization behavior of chemical compounds using a specific technique, rather than the health effects of chemical toxicants in cosmetic products."
36597027,Compound lidocaine/prilocaine cream combined with tetracaine prevents cough caused by extubation after general anaesthesia: a randomised controlled trial.,"Coughing caused by tracheal extubation is common following general anaesthesia. Heavy aerosol production by coughing during recovery from general anaesthesia in patients with respiratory infections (especially COVID-19) may be one of the highest risk factors for infection in healthcare workers. The application of local anaesthetics to the endotracheal tube is an effective method to reduce coughing. The most commonly used anaesthetics are compound lidocaine/prilocaine cream and tetracaine spray. However, coughing still occurs when the two anaesthetics are used alone. We speculated that the application of compound lidocaine/prilocaine combined with tetracaine spray would better prevent coughing caused by tracheal extubation. Patients scheduled for laparoscopic cholecystectomy or cholecystectomy combined with common bile duct exploration under general anaesthesia were randomly assigned to Group C (saline spray), Group L (2 g compound lidocaine/prilocaine cream contains 5 mg of lidocaine and 5 mg prilocaine)), Group T (tetracaine) and Group F (compound lidocaine/prilocaine cream combined with tetracaine). The incidence of coughing, the endotracheal tube tolerance assessment, the incidence of agitation, the active extubation rate, the incidence of postoperative pharyngeal pain and the incidence of postoperative cough were recorded and analysed. Systolic blood pressure (SBP), diastolic blood pressure (DBP), heart rate (HR), and the plasma concentrations of epinephrine and norepinephrine were measured immediately before extubation and 1 min after extubation. A total of 211 patients were randomly assigned to Group C (53 cases), Group L (52 cases), Group T (52 cases) and Group F (54 cases). The primary result is assessment of the incidence of cough. The patients emerged from general anaesthesia, 96% of Group C had cough, which was significantly reduced in Group L (61.5%, P < 0.001), Group T (75%, P < 0.05) and Group F (22.2%, P < 0.001). Group F had a significantly reduced incidence of cough compared to Group L and Group T (P < 0.05 or P < 0.01, respectively). The secondary results were assessed. The endotracheal tube tolerance score in Group C ((1, 3) 4, P < 0.001) was higher than Group L ((0, 1) 2), Group T ((0, 1.25) 3) and Group F ((0, 0) 1). Group F had a significantly lower score than Group L and Group T (P < 0.05, P < 0.01, respectively). The incidence of agitation and the active extubation rate were also higher in Group C (96.2% and 71.7%, respectively, P < 0.001) than Group L (48.1% and 15.4%, respectively), Group T (61.5% and 26.9%, respectively) and Group F (17.3% and 7.7%, respectively). Blood pressure, HR and plasma concentrations of epinephrine and norepinephrine were significantly higher in Group C than in all other groups at the time of extubation and 1 min after extubation (P < 0.001). Group F exhibited significantly reduced blood pressure, heart rate and plasma concentrations of epinephrine and norepinephrine compared to Group L and Group T (P < 0.05, P < 0.01 or P < 0.001, respectively). The incidence of postoperative pharyngeal pain and the incidence of postoperative cough were not significantly different among the groups. Compound lidocaine/prilocaine cream combined with tetracaine may be a more effective approach for preventing coughing and stabilising circulation during extubation following general anaesthesia. This may play an important role in preventing medical staff from contracting respiratory infectious diseases. Chinese Clinical Trial Registry: ChiCTR2200058429 (registration date: 09-04-2022) ""retrospectively registered"".",2023,BMC anesthesiology,phthalates,lung | blood | heart,unspecified,unspecified,unspecified,skin/topical study | clinical/hospital study | epidemiological study | industrial/occupational,no,"This paper is about the use of local anaesthetics to prevent coughing after general anaesthesia, and does not relate to the health effects of chemical toxicants in cosmetic products."
36593351,Screening for phthalates biomarkers and its potential role in infertility outcomes in Jordan.,"Phthalates are endocrine disrupting chemicals that are used in plastic and personal care products. Phthalate exposure has been linked to reproductive and fertility outcomes. This study aimed to assess the phthalate exposures using both urinary level of two DEHP metabolites in females and questionnaires. It also aimed to investigate the association between phthalate levels and reproductive and fertility outcomes. 325 females with and without fertility problems at gynaecology clinics filled out a questionnaire and provided a urine sample. Urine samples were analyzed for two DEHP metabolites: MEHHP, mono (2-ethyl-5-hydroxyhexyl) phthalate; MEOHP, mono (2-ethyl-5-oxohexyl) phthalate, using an HPLC/MS/MS analytical method. We observed a significant difference between cases and controls in terms of heating plastic in the microwave and use of skin and eye make-up, sunscreen, and nail polish. Our findings showed that MEOHP exposure is significantly associated with infertility among Jordanian women (Adjusted OR = 1.66, 95% CI: 1.14, 2.40, p-value = 0.002). To the best of our knowledge, our study is the first of its kind done in Jordan to screen for phthalate exposure and investigate its association with infertility. Our study demonstrated high exposure of the Jordanian population to DEHP. It confirms the association between DEHP exposure and infertility. We measured phthalates in infertile and fertile women, in a community unaware of phthalate sources or its impacts, and with no regulation limits set. We aimed to increase awareness to environmental exposure to phthalates, emphasize the importance of implementation of public health interventions to control and minimize the effects of phthalate exposure and provide a base for further studies and future research to aid in the formation of policies and guidelines for the manufacturing and use of phthalates.",2023,Journal of exposure science & environmental epidemiology,phthalates,skin | eye,endocrine disruption | reproductive toxicity,sunscreen | nail polish,unspecified,cosmetics product study | sunscreen/UV filter study | nail product study | biomonitoring study | analytical/method study,yes,"This paper is relevant because it investigates the health effects of phthalates, a type of chemical toxicant found in personal care products, specifically in relation to infertility outcomes."
36430022,Phthalates in Glass Window Films of Chinese University Dormitories and Their Associations with Indoor Decorating Materials and Personal Care Products.,"Phthalates are widely used as plasticizers in the production of various consumer products used daily. We analyzed phthalate concentrations in window film samples from 144 dormitories in 13 universities and combined them with the results of questionnaires to explore the associations of phthalate concentrations with indoor decorating materials and personal care products. The phthalate pollution levels discovered in this study were much higher than those in previous studies of baby rooms and university buildings. Moreover, it was found that phthalate concentrations in glass window films were associated with laminated wood or polyvinyl chloride (PVC) flooring, iron furniture, medium density fiberboard (MDF) furniture, and the usage frequency of bottled skincare products. Laminated wood or PVC flooring, wallpaper, and iron furniture are very likely sources of specific phthalates, and the large surface areas of MDF furniture can act as sinks of phthalates. Transport of phthalates from the packaging of bottled skincare products into cosmetics should be given more attention. Our results provide a deep understanding of the sources of phthalates in glass window films.",2022,International journal of environmental research and public health,phthalates,skin,unspecified,unspecified,unspecified,cosmetics product study,yes,"The study investigates phthalate concentrations in window films and their association with personal care products, which is relevant to the health effects of chemical toxicants in cosmetic products."
36220617,Exposure to a mixture of personal care product and plasticizing chemicals in relation to reproductive hormones and menarche timing among 12-19 years old girls in NHANES 2013-2016.,"The effects of co-exposure to personal care product and plasticizing chemicals (PCPPCs) on reproductive hormones and menarche timing has rarely been studied. We used Bayesian kernel machine regression (BKMR), adaptive least absolute shrinkage and selection operator (adaptive LASSO), and generalized linear model (GLM) to explore the mixture effects of 16 PCPPCs on reproductive hormones and early menarche among 297 girls aged 12-19 years in the National Health and Nutrition Examination Survey (NHANES) 2013-2016. In the BKMR, the mixture of PCPPCs was negatively and positively associated with testosterone (TT) and sex hormone-binding globulin (SHBG), respectively. In the adaptive LASSO, 2,5-dichlorophenol (2, 5-DCP), Mono (carboxyisoctyl) phthalate (MCOP), and Mono-benzyl phthalate (MBzP) were positively associated with estrogen (E2), whereas Mono-ethyl phthalate (MEP), Monoisobutyl phthalate (MiBP) and Mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP) were inversely associated with E2. Bisphenol A (BPA) and MBzP were positively associated with SHBG, whereas Mono (carboxyisonony) phthalate (MCNP) and Mono (2-ethyl-5-carboxypentyl) phthalate (MECPP) were inversely associated with SHBG. In GLM, Benzophenone-3 (BZP) and MECPP were negatively associated with TT, whereas 2,4-dichlorophenol (2,4-DCP) revealed a positive association with early menarche onset. In conclusion, PCPPCs in the mixture and individually are associated with reproductive hormones and early menarche onset in girls.",2022,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,phthalates,unspecified,unspecified,unspecified,unspecified,cosmetics product study | epidemiological study | food/dietary exposure,yes,"The study explores the effects of co-exposure to personal care product and plasticizing chemicals on reproductive hormones and menarche timing, which is directly related to the health effects of chemical toxicants in cosmetic products."
35952743,Determinants of urinary phthalate biomarker concentrations in pre- and perimenopausal women with consideration of race.,"Phthalates are endocrine disruptors in consumer plastics and personal care products. Our objectives were to identify determinants of phthalate biomarkers in women during the hormonally-sensitive midlife period, and to consider differences between non-Hispanic White and Black women. We used information from the Midlife Women's Health Study of pre- and peri-menopausal women from Baltimore, Maryland (enrolled 2006-2015). We collected sociodemographic/health information via baseline questionnaires or during clinic visits and measured nine phthalate metabolites in pools of 2-4 urines collected across one menstrual cycle. We calculated molar sums of metabolites to estimate exposure to di(2-ethylhexyl) phthalate (ΣDEHP), personal care product phthalates (ΣPCPs), and phthalates in plastics (ΣPlastics). Accounting for meaningful predictors from bivariable analyses, our multivariable linear regression models evaluated determinants of phthalate biomarkers in all women (n = 689), non-Hispanic White women only (n = 467), or non-Hispanic Black women only (n = 195). In multivariable analyses of all women, those who were perimenopausal, widowed/divorced, non-Hispanic Black, with higher family income, with lower BMI, or who reported more frequent nausea had higher monoethyl phthalate (MEP) and ΣPCP. Non-Hispanic White women who were perimenopausal had lower mono-(3-carboxypropyl) phthalate (MCPP) and monobutyl phthalate (MBP), those who consume alcohol had higher mono-isobutyl phthalate (MiBP), and those with higher BMI had lower MEP and higher MCPP. Alternatively, widowed/divorced Black women had higher ΣDEHP, monobenzyl phthalate (MBzP), and ΣPlastics, whereas Black women with higher income had higher MEP and ΣPCP. Black women who described themselves as having ""as much"" physical activity as others or who reported a skin condition had lower MBzP and MCPP, respectively. We identified important determinants of phthalate biomarkers in midlife women and observed some differences by race. Future studies could consider reasons for these differences when developing interventions to reduce phthalate disparities and related health effects.",2022,Environmental research,phthalates,skin,endocrine disruption | reproductive toxicity,unspecified,unspecified,cosmetics product study | biomonitoring study,yes,"The study examines the determinants of phthalate biomarker concentrations in women, including those related to personal care product use, which is relevant to the health effects of chemical toxicants in cosmetic products."
